Group.1	1HP	2HP	5HP	6HP	8HP	11HP	15HP	16HP	9HP	21HP	22HP	23HP	24HP	26HP	27HP	31HP	32HP	33HP	34HP	39HP	40HP	41HP	42HP	50HP	53HP	55HP	56HP	57HP	59HP	35HP	48HP	49HP	60HP	61HP	62HP	64HP	51HP	58HP	63HP	84HP	97HP	101HP	102HP	105HP	73HP	74HP	77HP	78HP	79HP	80HP	83HP	85HP	86HP	89HP	90HP	95HP	96HP	98HP	67HP	68HP	69HP	70HP	71HP	106HP	107HP	108HP	72HP	109HP	137HP	134HP	135HP	136HP	130HP	131HP	159HP	163HP	160HP	164HP	167HP	168HP
Environmental adaptation| Plant-pathogen interaction	56.8276186589	84.2705322778	53.3887243579	100.6187454919	69.4110110838	125.4040664023	70.4330171546	64.5891501447	39.9946053661	62.6215760035	123.6422807856	66.8343324314	66.631496493	70.2712930753	89.5517701338	77.8825211135	103.3133885389	87.6425696618	101.8360388439	53.3619739436	72.2085952744	171.2896216685	91.9644902586	28.5900431882	35.4791111382	23.9352599123	20.3807491483	46.5974050505	48.3527347723	45.8290527404	13.4038328742	26.3050097876	11.0480491564	25.7723838441	23.6582388641	20.0366017339	59.6285340113	146.4473565727	73.6564366987	83.3605433198	72.8424258569	46.8658858607	45.0634038033	76.6546247514	59.8277519331	68.0714997224	49.2697037756	65.2838347226	50.0865779175	99.4441982889	39.9945578983	94.7384525803	89.554031737	58.4603678174	78.3993859455	77.762322247	78.0488068345	53.4250702119	31.4969136427	44.6235222474	42.4968205465	50.1085924197	30.5173921164	37.8029440981	19.2917789934	29.4015253681	24.9902096463	35.441181945	21.8409264986	24.932230216	17.3033222624	17.4704236434	62.6969111836	65.0887457485	63.4175132592	60.6282051885	4.6656532954	57.518102626	103.2060132592	107.2206206774
Folding, sorting and degradation	382.5437972104	643.7442338062	510.9051833653	1378.1094768617	408.6163077347	1245.3340612631	422.958071588	476.0117556344	245.4422374896	375.4178131052	814.8239682947	646.0666371146	863.1929358297	574.350365901	935.171484863	1007.9430226854	933.4801545672	718.3076288697	829.9234725342	239.3498808104	442.4935628071	1921.2193837885	505.9820726984	418.1201296515	456.4370019308	194.6329651022	165.9526348328	266.1471279922	532.8509923283	457.4794466141	69.1759696407	179.5785824404	66.3698472333	179.3812271561	234.4337192595	96.189842628	273.4361005116	1770.6673541464	503.4032303194	605.0964906655	664.0996472064	328.7463338739	293.4573846627	917.5058428044	409.2238449658	654.2537376651	259.7037132472	403.8096372239	208.7601551424	1040.4901152329	275.8997080049	567.0596438403	371.8417035462	230.321972354	383.7442389402	616.2491880938	930.6288217655	651.6463035717	180.6529461767	381.4325091823	399.2956172645	588.4805364343	130.126344407	167.32544037	92.2293253885	230.2547052394	95.5768163134	228.5228369142	106.2993241495	137.9900942449	189.012271579	139.499921734	584.7792494399	763.0216698995	442.0368294119	349.6257344109	44.2654827264	407.8551127199	658.4656834495	682.0647262831
Folding, sorting and degradation| Proteasome	0	0	11.4120480857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folding, sorting and degradation| Protein export	137.6167738789	228.0161379385	167.6353625156	666.9346815741	164.9796138495	514.3995381404	164.9910582505	230.3564770805	107.1990714324	145.7511777066	246.6907032838	259.5575743063	403.2934410358	223.0716812167	403.524193585	515.2900996829	434.9987352895	339.9699531487	307.5137223235	92.8586332958	156.2335422214	671.5632666394	202.0299203439	159.9565767389	203.9509279734	84.8128332615	66.5771425438	128.0962116258	194.72193662	172.5113723851	27.3345633071	72.7317313103	22.5520437061	68.4646197289	78.6112614699	46.961004036	88.570444494	687.8646239821	210.2343845254	261.3288016027	288.4274899655	122.6250326936	107.8087284858	393.5188200182	154.1460043453	275.6755907671	102.6557137497	191.2229509201	70.7670786088	446.9298186711	106.2817783255	196.109122099	105.7972818123	79.541144934	158.3758664138	242.7232398085	407.2826362726	288.6757854488	67.7364723705	170.0810797073	176.2038727104	264.3601471381	55.9088093572	73.3205914228	43.5116119914	90.6292156338	37.5944575705	94.6841462122	40.1254582886	55.1510820548	77.2269055827	71.5836529455	280.4420144379	347.4193719741	173.8103135032	127.2407469462	0	201.7376031196	270.2156134158	268.0500448634
Folding, sorting and degradation| Protein processing in endoplasmic reticulum	5.6769331444	10.3598749743	11.8544223716	45.0775584053	10.1249395585	22.4266273127	7.0179274962	9.8133041236	3.820798178	8.0649642908	10.7106284493	19.0804207598	42.0927808702	10.4119985948	26.8513859638	43.7286050758	22.6893647402	14.6963865877	12.6713675067	5.8792228085	6.7224724695	15.5040506455	12.4809636565	0	13.2993372875	4.584741507	3.5814455918	4.858638706	11.83458585	5.4448559354	1.7708670813	4.1432223562	1.8956533271	2.782217851	2.5662476494	0	4.3521188222	8.5000648526	0	17.3047743197	19.7682550233	5.4102807481	5.9840397974	26.5089071041	7.0403830907	17.4843660384	4.7669036906	8.3699769742	4.3093043529	37.1237939018	8.6191836479	8.2957042187	6.6791016769	0	6.8660370178	18.2052886184	26.8949311878	19.6658230456	4.0442790625	8.2181948161	10.775191277	15.031129188	2.214025442	0	0	5.6195195137	0	4.470081854	1.6572534309	2.2767020056	4.8438191341	5.6946704957	26.6977117052	27.3282703047	10.6552887553	4.5100962502	0	8.2244476872	13.2704332179	13.5882137965
Folding, sorting and degradation| RNA degradation	107.1038705372	169.8192680399	139.7803429942	377.4063797622	140.2876353767	300.9244320857	136.1495801625	161.7300603328	93.8859722278	128.5087227967	267.185606086	190.9034466601	257.1930253692	157.5741349034	294.0759094109	315.8393025804	304.1550921597	237.0913647974	245.6417006436	83.5761222909	113.6789002595	397.3418536385	168.3263655747	76.7897865081	141.5782001943	55.1836735299	53.6156485428	97.9495073474	115.4115219554	101.0088849863	25.9217643176	62.5264006465	21.9558593719	49.8498633031	54.5179814325	38.309826371	104.7098128673	347.5848909369	163.6797920917	200.5464739981	195.8851322767	107.2840308718	86.4859944439	242.2257467627	124.5930861495	195.6520778686	91.8792000776	146.4488657802	79.3008093451	297.4074564665	83.9981210383	177.8307333664	144.2424761307	80.290909467	131.7226969094	176.1695718422	272.4058132815	174.8466762322	59.0573259507	116.0034799667	116.6778451285	166.4828250127	54.6144640395	69.5932513797	34.6304743304	63.0446874787	42.2893797296	75.0268478319	32.7438402582	44.1958104922	47.6475947392	39.0814994216	161.6482919224	239.8813724399	134.9237555702	103.2064350688	8.4557746513	135.4783682746	203.8932473265	234.8845556309
Folding, sorting and degradation| Sulfur relay system	132.1462196499	235.5489528535	180.2230073982	288.6908571201	93.22411895	407.5834637243	114.7995056788	74.1119140975	40.5363956514	93.0929483111	290.2370304756	176.5251953884	160.6136885545	183.2925511861	210.7199959033	133.0850153463	171.6369623778	126.5499243359	264.0966820604	57.0359024152	165.8586478567	836.8102128651	123.1448231233	181.3737664045	97.6085364756	50.0517168038	42.1783981544	35.242770313	210.8829479029	178.5143333073	14.1487749347	40.1772281274	19.9662908282	58.2845262731	98.7382287077	10.919012221	75.8037243281	726.7177743748	129.4890537023	125.916440745	160.0187699409	93.4269895604	93.1786219356	255.2523689194	123.4443713803	165.441702991	60.4018957293	57.7678435494	54.3829628356	259.0290461935	77.0006249932	184.8240841562	115.1228439263	70.489917953	86.7796385992	179.1510878247	224.0454410236	168.4580188451	49.814868793	87.1297546922	95.6387081486	142.6064350955	17.3890455683	24.4115975675	14.0872390667	70.9612826132	15.6929790133	54.3417610161	31.7727721718	36.3664996923	59.293952123	23.1400988712	115.9912313744	148.3926551808	122.6474715832	114.6684561457	35.8097080751	62.4146936385	171.0863894893	165.5419119923
Glycan biosynthesis and metabolism	270.8996889817	579.2153323303	382.4777055357	3993.8348699347	644.3253370486	2150.0860698767	499.9232294943	831.820802969	313.7839054154	364.0160364423	676.8607064566	1808.0173084519	2158.8782217784	632.0844303146	2485.5051741351	1388.2244943981	2245.2470491747	1371.587238703	879.0210127233	358.9143166739	369.5515204734	1276.7960332409	629.266436513	531.2744610599	1448.4693175687	331.653935438	364.5497177967	413.8348413501	1000.538395542	395.4386134171	77.2911310189	352.3907585108	83.1705818251	244.8325239929	175.0821224505	106.2493681721	226.8307002409	2848.252363363	524.4669003452	1472.9057937655	1479.9916482155	528.1860897358	419.9149723293	3028.5700939358	666.5109976995	1845.780080471	370.7432961109	701.6632000429	220.5156290366	3895.0223567487	682.904240696	613.9899014504	287.7357807162	114.9447199812	347.5041674511	1144.5537636821	2336.7124165639	2145.414951209	200.9225607692	713.2511431187	750.3133074243	1615.9040650758	145.6951665941	185.145633618	66.754317361	468.3243450849	81.1577737114	200.7199601819	125.8509710375	167.9146347477	576.4566687804	109.2846160983	865.8547662935	2309.3499820398	746.0892278872	290.4794826412	71.1857158166	621.5235216807	1398.2698832733	1544.3328405149
Glycan biosynthesis and metabolism| Glycosaminoglycan degradation	0	53.0887881683	30.7983873565	779.8958085792	103.2484836946	388.7586091996	63.9437372208	101.5795841434	0	0	59.3077099251	334.218144766	394.0116566492	68.3404654448	438.9922839519	114.4988967066	355.4587802007	173.1450216897	92.8851977577	60.630151419	45.4918109111	0	0	0	274.6532194553	53.4693982122	63.9791368416	0	166.3940763522	33.1417966133	0	53.23168894	0	33.5192578145	0	0	24.2611317238	255.9731280005	0	242.0740210873	251.6233952419	70.7107029554	60.6693667281	626.9595709284	104.6484768825	352.4985110209	46.6079098596	62.1405956377	23.3944378643	861.7228501129	133.626966529	57.2259544711	31.8244715976	0	0	206.1404117407	383.1535444091	433.7827817802	22.2435588875	109.7244236074	118.3003934919	298.2242580238	0	0	0	89.0687028713	0	0	19.0785000818	23.2315563465	122.5543324572	0	144.2503460809	436.1158177829	128.427315725	0	0	0	285.8224683302	288.5003109584
Glycan biosynthesis and metabolism| Lipopolysaccharide biosynthesis	13.785810927	54.4806410265	30.9795186165	598.6903914108	100.8480059574	238.2378373067	71.5432367601	162.4556191525	75.908532331	76.3550910125	80.701175655	241.8516359937	394.6137668268	71.6166433781	396.7392566177	415.5794522215	419.2099712423	268.0071444591	133.643542069	48.5145738861	26.9494996196	174.2522003181	131.4024546814	162.285481191	238.6270667884	47.8821611555	53.6516146176	106.3619410472	170.2814255166	28.7312774616	11.2841058304	56.7904451654	8.9389022093	28.6728906209	10.3028995082	21.7106569808	16.8452665094	772.1690396005	117.5750934485	247.6926125809	233.5010437169	82.4089457487	55.6450022403	409.7196560199	83.6125560221	264.625423392	66.5966037469	168.8604257467	30.0692516781	530.8896367215	93.3321593219	102.1726017052	29.8260122733	3.8921172492	85.3346538909	157.9668564587	402.8903465742	337.7063495436	30.326820035	118.1914006742	128.5995087982	286.9777176709	36.157426401	52.2465202574	21.9379505841	56.897303897	27.3537722971	26.5430165745	15.5470699506	23.6033094575	74.3692759649	16.2323765072	122.4471325219	361.9912772671	105.4351949966	61.3886937272	28.4236436147	186.2923999963	166.7377327816	213.2125010557
Glycan biosynthesis and metabolism| N-Glycan biosynthesis	2.9839665585	7.1144653879	13.2602958189	43.872450156	13.6413895586	22.5090788328	4.6239146141	32.4747775632	12.907638726	16.6740662263	6.4608102841	22.4251694319	21.703875865	8.2643514185	36.192012785	26.3170625642	58.6935554706	38.4039538743	8.2524963051	3.4659537942	3.8609324181	1.2228987616	13.6490573789	0	14.7655189733	4.7538936168	3.5725174129	16.0319457516	5.9517832537	2.0445090991	1.1779060233	3.4696324366	1.303733581	1.5994272071	0	5.7824088539	0	13.768525134	22.0131258584	31.3022595167	17.7420700147	6.5429624481	4.9525550038	33.4666117147	6.1829179643	20.1662888306	9.2492086911	27.7668109596	3.4197417403	39.4428560066	11.4428549613	11.5264112172	2.6702321849	3.4603035245	16.8260455517	13.9053654982	26.1980362643	23.688962098	4.1417600381	18.8906476041	8.703782402	14.7923280554	5.6258156802	10.1185872199	2.1021786489	4.2864735294	5.3274888719	1.5205852116	1.2012037463	5.0231704187	5.9332178091	8.9943538952	9.1688937459	27.2706257629	15.174298227	2.0178243662	0	20.7593677588	22.906295416	16.9432777711
Glycan biosynthesis and metabolism| Other glycan degradation	71.6167195	177.9513402484	106.6755212358	1796.3534884374	235.3026970529	892.5713587685	181.1071172692	265.0335048602	96.5415588595	89.0359874359	217.9115517798	851.0482008812	908.1495654032	199.1389292523	1041.9903102219	333.1813832542	830.3564813227	452.2248333869	268.1956224833	143.2549588082	113.0195057021	220.1955290436	255.3963617018	148.9450964042	643.2294338986	124.0935761917	157.8305152547	107.6158432454	393.0163335117	119.0180367158	36.4463642119	151.7424849408	44.1978998726	96.0579037346	57.8840972883	29.2286614725	78.3938915063	907.0857116926	101.1562044492	574.773619239	627.2131602378	204.1496322293	162.0944128562	1442.6183624461	265.4793025642	850.2621310625	115.0187260812	170.2050612955	74.5415882519	1857.6799819806	294.890004877	171.9187055885	96.1866989482	18.3971523944	76.4938140839	487.7633764483	1017.5991942273	986.1831679122	63.6131476443	249.8190332405	292.6927190373	696.9034305881	33.5631007814	35.4036552468	0	209.9501891943	0	59.769164877	41.0801343108	51.0955614125	274.4032667359	30.397194307	333.3849386946	1052.6588045134	286.0741593357	81.8610767186	16.2301865759	155.7287631999	590.5965311521	710.5428393467
Glycan biosynthesis and metabolism| Peptidoglycan biosynthesis	182.5131919962	286.5800974992	200.763982508	775.0227313513	191.2847607851	608.0091857691	178.7052236301	270.2773172497	128.4261754989	181.9508917676	312.4794588126	358.4741573791	440.3993570342	284.7240408209	571.5913105586	498.6476996516	581.5282609384	439.806285293	376.0441541082	103.0486787664	180.2297718225	881.1254051176	228.8185627509	220.0438834647	277.1940784531	101.4549062618	85.5159336699	183.8251113059	264.8947769078	212.5029935273	28.3827549533	87.156507028	28.7300461622	84.9830446158	106.895125654	49.5276408649	107.3304105014	899.2559589354	283.7224765891	377.0632813416	349.9119790042	164.3738463543	136.5536355009	515.8058928267	206.5877442664	358.227726165	133.2708477321	272.6903064034	89.090609502	605.2870319271	149.6122550068	271.1462284684	127.2283657122	89.1951468131	168.8496539246	278.7777535362	506.871295089	364.053689875	80.5972741643	216.6256379925	202.0169036949	319.0063307376	70.3488237315	87.3768708939	42.714188128	108.1216755929	48.4765125424	112.8871935188	48.944062948	64.9610371125	99.1965758133	53.6606913889	256.6034552502	431.3134567135	210.9782596029	145.2118878292	26.531885626	258.7429907257	332.2068555934	315.133911383
Infectious diseases	19.4600324949	26.0663361039	29.253966367	104.3491305559	20.7242246015	61.0471663345	15.6430772294	23.7085081105	12.5291899031	22.4081928889	33.0772029769	37.911725315	44.9186350875	24.3066479941	47.7278639403	54.3196765106	53.2472533862	35.92177953	34.4064564155	10.2176605367	16.3886857486	88.6321414883	25.9557052676	48.1205169891	29.693241113	7.8891785111	8.9977299351	12.3174387482	36.4334705806	20.8554364242	2.9681831538	10.3683901074	3.036529093	8.8100514673	10.2592540896	4.678912844	16.4135114078	136.6991431515	24.8381152258	33.2852819483	36.803277436	15.3364211676	15.2487974947	56.6374969811	21.6573685223	37.1976324295	13.3731018726	20.9003797587	11.1825208304	66.6102744748	14.9211248857	21.3624173477	15.4553899577	8.1704033275	16.320564764	27.639939651	47.1778137293	42.6108359108	7.525901485	19.1070959413	20.5840561017	35.7623475319	5.2495494202	7.3339248988	3.1354821257	13.2828083088	4.684329387	20.0794958814	5.7678982096	7.8473549439	12.2336133221	5.8723117954	26.370309427	44.4935389991	21.98517671	17.214537482	5.4525422731	21.2546233243	27.7233187633	32.2726832478
Infectious diseases| Bacterial invasion of epithelial cells	0	0	0	0	0	0	0	0	0	0	0	0	0.6319621773	0	0	0	0	0	0	0.7764080987	0	7.8206887839	0	9.1278274328	0	0	0	0	6.1204382449	0	0	0	0	0	0	0	0	7.4303844496	0	0	0	0	0.701300813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8860586533	0	0	0	1.1164959007	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3789131146	1.7587431735	0	0	0
Infectious diseases| Chagas disease (American trypanosomiasis)	0	0	0.5083564668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.874610742	0	1.2681511757	0	0	0	0	1.3542088958	0	0	0	0	0	0	0	0.3637760875	12.1716810779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4661199162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infectious diseases| Epithelial cell signaling in Helicobacter pylori infection	16.8093955079	26.0663361039	28.7456099002	75.3990164629	20.7242246015	61.0471663345	15.6430772294	23.7085081105	12.5291899031	18.6182629428	30.0523520506	37.911725315	44.2866729102	24.3066479941	47.7278639403	54.3196765106	53.2472533862	35.92177953	34.4064564155	9.441252438	16.3886857486	72.8760120367	22.5449770173	15.8134104416	29.693241113	7.8891785111	8.9977299351	12.3174387482	28.9588234399	20.8554364242	2.9681831538	10.3683901074	3.036529093	8.8100514673	10.2592540896	4.678912844	16.0497353203	115.4282471062	23.5771608278	33.2852819483	36.803277436	15.3364211676	14.5474966817	56.6374969811	20.0554266313	37.1976324295	13.3731018726	20.9003797587	11.1825208304	66.6102744748	14.9211248857	21.3624173477	14.7162539016	8.1704033275	16.320564764	26.3809339298	47.1778137293	40.7247772575	7.525901485	19.1070959413	20.5840561017	32.3336188623	5.2495494202	7.3339248988	3.1354821257	13.2828083088	4.684329387	14.2694602011	5.7678982096	7.8473549439	12.2336133221	5.8723117954	20.802422482	44.4935389991	21.98517671	15.8356243674	3.6937990996	21.2546233243	27.7233187633	32.2726832478
Infectious diseases| Shigellosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3122327689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infectious diseases| Staphylococcus aureus infection	2.650636987	0	0	28.950114093	0	0	0	0	0	3.7899299461	3.0248509263	0	0	0	0	0	0	0	0	0	0	6.0608299257	3.4107282503	21.911127939	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6688305178	1.260954398	0	0	0	0	0	1.601941891	0	0	0	0	0	0	0	0.7391360561	0	0	0.792885805	0	0	0	0	0	0	0	0	0	0	0	5.8100356803	0	0	0	0	5.567886945	0	0	0	0	0	0	0
Lipid metabolism	710.5117316073	1124.114869638	1261.2930038212	3196.832516882	1084.37958438	2523.7358179503	964.2995106408	746.9691862042	351.5961896624	858.9884633635	2102.8491536274	1393.2668796346	1555.4041207381	1005.1947919876	1495.1036056212	1652.9218464145	1472.855690696	919.9653840822	1823.7705630756	823.7934698734	1185.6325529544	3381.1404142085	1103.3786769736	611.998167182	852.9942778012	398.3303825242	405.277132608	379.6634203472	1053.5296973325	759.1657340921	175.6011474139	437.1926026239	252.4781289129	420.948176583	358.4094206192	196.0108372397	834.1329535764	2673.6464492712	758.4438229153	1062.8272416583	1346.7872750945	775.8237394191	848.8298435606	2043.3094891063	917.4401882306	1487.2561333331	1133.5662984078	773.1688082451	515.5607540445	2450.012708052	639.9284686016	1567.5469400236	1176.6244828151	1426.6966351717	1592.7640718467	1593.3786939876	1922.6328948231	1536.1434441805	484.0994756008	748.223205482	868.4785164143	1279.2339760988	214.1347456078	254.1796122454	153.9258339086	517.525375345	185.79422047	604.6762171594	439.8943998818	403.9897759386	518.3440397406	305.3374804998	1207.7803204383	1559.3658006824	1142.9290894746	734.2782084793	83.4663816499	603.0679238524	1986.8946776137	1723.7421784
Lipid metabolism| Arachidonic acid metabolism	0	0	0	0	0	0	0	0	4.784441096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipid metabolism| Biosynthesis of unsaturated fatty acids	0	0	27.1933854224	0	0	0	29.964389161	0	0	0	0	0	0	0	0	0	0	0	62.5233464593	0	0	126.4583832445	31.5818132563	37.2178642346	0	0	0	0	38.0369444463	28.9038316649	0	0	0	0	0	0	23.5426079344	177.256015854	0	0	0	25.3598934875	0	0	0	0	0	0	0	0	0	33.599963386	0	0	0	43.7444515108	0	56.3122342782	0	0	0	41.5022009722	0	0	0	0	0	0	10.083718963	0	0	0	0	0	0	27.8356280966	5.2926609382	23.375097143	0	0
Lipid metabolism| Fatty acid biosynthesis	153.9410970228	218.6754966813	141.6697606509	754.0945398432	170.4659446293	589.1314159855	135.41734565	249.4063634795	117.9448041179	176.1869938369	310.8710660831	353.4011259043	383.359751254	219.8557692788	453.8511006698	413.797755127	473.7907034265	352.765640015	348.402632475	100.4466337642	201.7885588027	695.2235193502	228.1652832334	212.8388592204	224.9383778039	88.6005843393	78.2990368006	135.7675656643	205.3448920764	155.9440204962	30.9196930214	91.7990393386	30.118870272	77.1922291011	86.6083692124	41.3406549627	109.8927242768	700.9166629863	249.1599074052	319.585055977	340.468201786	155.7531284253	132.3855975336	536.9569389463	209.3197172505	388.3917073324	129.2175256457	223.9482117374	88.8062413244	550.9530927639	161.2484940785	234.9705660191	137.15628276	108.5981845967	146.0323431866	287.2341718495	479.2587753116	351.890508004	80.8966232918	254.4922341139	186.1780017364	262.8345282584	59.3525712909	88.863013503	41.2124077198	102.7535878013	45.2486860919	120.9405204759	54.2772433232	75.8307407099	100.9067912951	56.0921124875	257.2430168651	390.1356366159	192.7850637545	171.6002642204	24.0502336575	206.6979498943	326.6771221328	298.2227841373
Lipid metabolism| Fatty acid metabolism	46.4111764446	58.4647569184	60.0878407044	185.3654608844	67.629455285	131.8949733719	57.3898734034	49.0264344888	27.0178264236	43.5439585283	142.5148431107	93.3476902622	115.6026405279	57.8180065954	108.2775985438	107.7124710828	103.5553523781	0	90.6350958676	46.6073260059	71.0655728656	195.8919883863	93.8419157902	112.5901503104	0	26.9135917652	21.8232536508	25.225145608	79.1579511119	46.9840777071	10.8575573421	25.1072323359	11.3654819973	22.5960528722	25.474685766	8.1780062635	73.0309886773	443.52479298	55.1991141014	80.3905243197	84.8318426716	50.0538725614	45.9305827452	129.5862379372	77.4386008776	107.102400602	40.6350025214	44.1971894691	38.5493274282	162.5668679307	43.876296429	93.7380179261	76.6234950146	51.0259461694	54.411057345	113.3295381461	122.3388024833	150.9649178318	26.9979404286	47.2199671809	50.6496553701	89.2040384461	16.4744733512	15.6358088969	8.0803698356	37.0188067038	12.7264266849	46.033687042	24.3043327427	20.3094389907	35.4806385831	9.4134075099	69.2803361792	112.9504380356	60.459090582	64.3933681426	21.7785001771	85.4465057149	100.3151757665	125.2954633249
Lipid metabolism| Glycerolipid metabolism	42.9159118415	69.0203429735	43.0865016566	167.3563532166	0	141.2143619412	0	0	0	34.1096328741	64.1798081208	68.3401585775	73.9950715696	64.4242677465	0	0	72.8756252379	0	89.1919363947	27.6279202929	50.6065967944	290.2267845055	44.221578513	82.7842177099	0	0	0	0	70.3737574565	0	0	0	0	0	0	0	31.3308672386	606.8247800174	37.2587389788	0	0	36.6052610553	31.7625813724	107.6948067362	47.7949962663	65.8940669968	0	0	0	0	32.6875223038	54.9288020144	29.645267239	20.7435183686	25.343322901	79.564845233	90.8324493862	80.7062663325	0	42.3191319661	36.9260487	70.6413221801	0	0	6.4859116718	0	0	29.507091728	0	15.5746049803	0	0	51.6057502414	0	0	49.1598579382	13.1724431465	29.8368378089	85.1839465874	98.4020455812
Lipid metabolism| Glycerophospholipid metabolism	99.0045791739	141.4435974595	118.6409033048	233.8265377364	85.6496720647	253.1027866393	100.0229193494	82.8920621272	42.6009076817	83.8788562711	149.0138872703	96.5167248127	135.0364521279	123.4275342929	146.7092847622	152.0526336711	121.6442186755	97.5889805933	165.7573184977	61.9247231821	96.6901361364	501.993896225	97.1968441123	111.2340862453	59.4455473471	41.3624508455	36.372759642	40.3535966963	119.3003789234	113.196722263	20.3318257582	31.9967298925	19.4920925312	48.5300271581	60.5219937938	16.2156596146	92.0929782182	441.4211471471	90.1514253853	90.0103403615	108.4585933934	72.1432440465	67.67615473	118.2532727692	96.3314802893	96.1396430096	76.3437641198	73.7628871092	75.2194442973	159.4517255668	44.6882691314	144.5164217176	99.8266241848	71.0352501107	92.8143268839	138.042832033	159.7992595291	91.8432290347	50.1536395524	72.5251333301	72.6607220472	92.4333961681	16.0474787444	25.3569024755	15.5323118334	50.2653124798	15.927634272	66.1498147511	30.7639853844	36.452844669	32.0662569953	49.2058853655	124.9647124334	98.5914512259	92.1288611618	95.665350367	19.1725437306	67.6036573653	142.2274126547	153.640207664
Lipid metabolism| Secondary bile acid biosynthesis	368.2389671245	583.9586560255	839.288173075	1805.5553373296	755.9245095108	1390.7163306448	589.4736662644	303.0358411029	159.2482103432	521.2690218531	1367.6689766767	769.4664113187	822.5423604397	536.8056990922	755.1699254318	972.249259153	676.2051737973	458.9711012591	1059.461288429	582.7481347619	732.0421235427	1481.1713274241	599.9559451454	55.3329894614	554.7043545493	238.6583687234	267.2951479113	178.3171123786	527.5531418784	365.1708535408	113.4920712922	285.074378339	191.5016841124	272.6298674516	185.804371847	130.2765163989	476.7811012104	264.3680940367	326.6746370446	559.1451863914	799.5107826614	431.6618826463	567.4616540239	1112.4634988063	481.0362871307	814.1274210018	855.9113218477	376.194728468	291.6938034902	1506.7308886203	348.8166774033	1002.3229067828	801.6832801556	1175.2937359263	1274.1630215302	920.5291462897	1040.2109568292	779.7938008564	325.1465303323	326.4736224383	515.9844820331	703.7546194231	122.2602222213	124.32388737	82.614832848	321.0107783564	111.8914734212	322.5027758228	309.1987158217	255.8221465887	341.7422502981	190.6260751369	703.3492985726	941.8528376555	790.1689057517	325.6237397145	0	190.107875926	1308.0663745153	1016.0656217242
Lipid metabolism| Sphingolipid metabolism	0	52.5520195798	31.3264390071	0	0	0	49.3401811251	62.6084850058	0	0	68.6005723658	0	0	0	0	0	0	0	0	0	33.4395648126	90.1745150729	0	0	0	0	0	0	0	48.9662284201	0	0	0	0	0	0	23.9595041112	0	0	0	0	0	0	0	0	0	31.4586842732	55.0657914614	21.2919375044	0	0	0	31.6895334611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5423273396	11.2664036468	0	0	0	0	0	0	0	0	0	0	0
Lipid metabolism| Steroid biosynthesis	0	0	0	0	0	0	2.6911356875	0	0	0	0	0	0	0	0	0	0	0	1.6685886633	1.13039862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5021819095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipid metabolism| Steroid hormone biosynthesis	0	0	0	50.6342878718	4.7100028902	17.6759493676	0	0	0	0	0	12.1947687592	24.867844819	2.8635149818	31.0956962136	7.1097273806	24.7846171807	10.6396622148	6.130356289	3.3083332464	0	0	8.415296923	0	13.9059981009	2.7953868508	1.4869346033	0	13.7626314396	0	0	3.2152227179	0	0	0	0	0	39.3349562497	0	13.6961346087	13.5178545821	4.2464571968	3.6132731555	38.3547339111	5.5191064162	15.6008943905	0	0	0	70.3101331703	8.6112092556	3.4702621776	0	0	0	10.9337089255	30.1926512837	24.6324878429	0.9047419957	5.1931164527	6.0796065275	18.8638706508	0	0	0	6.4768900037	0	0	0	0	8.148102569	0	1.3372061466	15.8354371495	7.3871682246	0	0	0	24.424645957	32.1160559684
