Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
GO:0008879	716.995	1602.089	997.846	5247.394	505.975	867.781	505.743	1048.141	409.24	981.288	907.185	332.682	189.994	952.168	840.654	749.47	4911.801	749.47	871.082	794.144	1769.496	4911.801	858.339	2571.778	4205.174	2771.525	1727.485	2445.402	4741.993	2509.297	971.331	2408.683	3206.854	2649.166	1032.656	3184.052	2106.138	1171.159	3356.673	247.167	810.798	1538.527	528.94	764.304	488.065	1408.959	1406.156	880.494	455.1	1559.528	779.268	147.604	85.32	391.848	890.055	2381.135	331.594	3796.208	981.288	1569.502	1379.113	276.688	1630.052	3153.847	869.957	1202.774	2727.922	4324.784	1370.582	812.865	2166.407	1158.509	160.019	1747.273	556.965	4702.923	2602.499	344.347	965.282	1530.094
GO:0008880	568.258	1645.577	852.055	4469.217	470.93	753.061	177.956	1007.749	149.03	3282.974	494.579	382.239	498.425	389.979	1977.364	550.365	2601.525	550.365	244.073	1488.981	1263.803	2601.525	1591.176	1396.994	2570.689	2557.425	911.906	2585.779	2995.627	2178.603	3658.005	1167.606	2387.468	2004.747	556.664	1607.608	1469.837	1381.135	3605.074	216.05	689.023	1504.458	443.929	496.068	1632.699	680.275	398.194	581.327	479.952	707.315	792.598	412.754	501.7	438.609	548.4	1844.704	649.606	3158.997	3282.974	2766.346	384.142	169.069	1298.198	1821.423	552.561	802.35	2371.034	2793.455	882.938	336.107	1591.009	1502.456	159.849	1659.727	1314.328	3985.798	968.182	947.749	258.526	563.268
GO:0008881	837.368	1290.517	684.651	3775.185	521.587	585.541	314.618	1076.236	548.581	3825.068	481.087	447.449	290.809	533.494	829.782	802.428	2721.393	802.428	530.109	1953.659	2146.62	2721.393	1542.946	1933.174	2079.059	1491.339	1630.653	2268.781	4234.197	1661.37	4829.079	2177.415	2648.285	1719.649	980.714	3981.938	2082.278	1269.746	1316.119	223.157	658.172	1519.156	756.729	649.061	1756.163	1170.096	1355.184	718.123	311.902	1355.793	629.377	347.319	438.65	737.967	832.128	1770.829	645.099	2928.442	3825.068	2304.406	1070.871	257.635	1439.756	1906.95	792.485	569.926	2690.831	2563.005	1375.856	488.158	1779.999	1426.393	69.22	2681.024	1608.724	2775.203	1076.736	1050.867	284.754	600.568
GO:0008882	0	13.194	0	0	3.247	0	0	83.854	0	0	0	0	0	0	0	1.432	0	1.432	0	5.447	41.967	0	7.231	0	0	0.371	0	0	0.876	3.705	5.846	2.499	0.589	2.168	8.737	0.302	0	0	0.892	0	0	0	0	0	2.288	0	0	0	1.083	0	0	0	0	0	0	20.049	0	2.137	0	0	96.535	0.302	0	2.907	0	0	2.853	0	0	0	0	0.727	0	0	0	0	0	0	0	0
GO:0008883	66.767	478.442	73.684	1226.694	68.507	99.463	197.367	81.855	47.609	13.126	41.42	59.855	57.427	88.47	37.196	23.041	141.282	23.041	168.215	114.755	602.187	141.282	99.459	211.291	18.94	269.573	307.649	700.043	972.079	14.163	123.932	283.081	168.946	223.037	175.673	829.55	498.498	265.565	1078.972	44.869	138.659	18.778	185.942	152.23	65.481	166.169	162.647	76.403	90.219	36.585	8.252	22.738	64.053	116.446	211.363	338.999	126.938	461.045	13.126	1147.689	171.556	50.26	77.885	329.179	49.102	463.858	111.118	623.469	32.89	113.045	101.996	153.214	52.757	306.087	61.949	465.368	59.334	32.112	114.423	487.484
GO:0008887	692.855	987.3	648.363	3443.386	310.378	436.932	274.113	976.652	390.01	2520.23	468.528	308.751	367.829	358.774	1447.492	486.337	2083.4	486.337	498.627	1183.424	1605.478	2083.4	1105.036	1348.508	1742.195	1578.209	1250.277	1216.404	2966.053	1473.846	2610.734	1474.305	2218.074	1470.689	432.867	3066.542	1462.173	818.071	812.819	103.994	511.981	1293.188	380.752	444.629	1194.77	1151.757	1212.388	418.873	90.656	571.275	459.255	320.216	486.565	479.974	567.071	1330.949	488.261	2351.972	2520.23	1209.749	663.324	179.005	1495.153	1312.772	640.89	332.292	1525.26	1705.522	945.646	313.346	1320.755	1021.114	182.939	2000.543	979.362	1294.367	449.194	779.795	122.086	250.887
GO:0008889	557.023	2715.635	2189.353	5429.76	723.671	752.682	280.513	1218.124	480.437	684.665	1163.612	273.065	220.928	959.337	1758.858	1412.821	10720.05	1412.821	888.263	1917.872	2432.849	10720.05	1285.995	2263.2	8560.334	4884.891	1734.678	2708.547	5648.511	4418.949	1265.178	3843.473	7419.604	3050.764	1315.697	4947.258	3487.796	1831.607	2182.817	366.457	1538.133	4159.173	599.554	708.203	469.943	1182.143	1816.753	961.779	536.144	1356.51	1168.449	94.486	59.106	608.913	798.444	1592.651	283.689	5011.536	684.665	2074.116	1526.72	280.569	1956.429	6923.813	1151.398	948.788	3365.243	4584.628	2200.947	718.542	3145.944	1222.47	158.289	3452.219	572.744	5527.746	1496.386	298.151	597.359	804.435
GO:0008892	82.866	116.827	51.429	309.516	30.105	54.15	31.604	76.135	16.119	73.561	25.395	33.52	31.7	70.128	25.903	41.19	352.828	41.19	58.104	225.717	886.873	352.828	141.729	60.676	482.133	734.34	71.202	83.605	204.369	131.292	60.755	375.898	251.032	118.051	96.875	217.351	820.873	546.827	151.999	51.834	141.086	59.883	37.372	62.829	20.985	30.602	277.75	33.609	24.199	40.452	80.811	2.42	4.877	55.005	67.729	51.391	26.026	166.403	73.561	119.915	47.453	29.056	99.576	213.248	40.136	123.745	87.027	329.266	30.44	51.18	21.564	61.983	0.784	155.011	33.967	1082.58	76.676	20.118	37.748	87.414
GO:0008897	1020.824	1749.754	912.699	4648.472	518.956	898.626	438.699	1175.628	469.726	2509.592	463.206	490.437	477.184	847.61	442.973	778.758	3090.09	778.758	706.225	1792.121	2682.284	3090.09	2252.096	1854.326	3384.312	3413.194	1432.37	2220.472	4098.645	2171.934	3389.423	2111.428	2483.027	1876.105	745.65	4735.823	2438.7	1606.73	1234.528	208.154	685.092	1973.503	693.986	672.532	1408.861	1983.505	1408.412	761.997	284.112	1382.265	674.965	321.121	534.347	2207.275	904.716	1818.087	1003.416	2885.775	2509.592	2826.327	1284.26	386.547	1532.996	1791.505	592.637	1354.343	2286.91	4427.004	1409.898	532.603	1522.009	1713.275	298.455	2149.765	1277.644	2613.568	1141.134	911.115	468.731	974.06
GO:0008898	6.375	224.868	140.012	825.387	32.943	34.079	14.888	86.357	24.226	85.68	18.178	2.114	16.19	17.797	62.583	72.073	0.269	72.073	122.4	27.138	51.525	0.269	63.538	199.005	208.599	612.593	126.036	328.083	500.454	444.652	54.83	303.104	379.43	129.339	63.318	52.34	2.265	9.849	11.486	46.399	74.881	723.953	53.825	59.142	10.223	38.511	7.761	11.906	30.255	37.178	37.133	2.116	1.019	11.053	89.31	97.85	4.402	166.442	85.68	28.857	99.448	5.59	76.476	31.624	99.46	408.072	959.621	997.404	419.143	240.827	518.666	71.866	18.427	24.695	40.374	416.471	18.589	16.687	9.23	201.553
GO:0008899	842.334	2283.005	868.267	4326.125	809.168	607.453	555.783	1399.108	548.611	3349.718	544.689	494.157	513.669	703.38	825.688	750.139	2770.927	750.139	691.404	2437.009	2244.064	2770.927	1926.268	1993.416	2561.832	2344.325	1850.489	3080.091	5085.355	2329.138	3564.199	2402.676	3159.67	2469.279	970.621	4419.287	2124.583	1636.06	3305.364	256.373	842.139	1490.011	805.988	739.435	1646.823	1224.311	1430.029	741.402	502.441	1877.946	766.155	346.463	323.725	1404.677	795.892	2302.633	633.961	3668.675	3349.718	3163.248	1323.604	272.659	1396.894	2140.176	677.148	784.528	2691.803	3280.758	1380.236	374.319	1797.995	1865.813	172.426	2841.015	1565.158	4019.049	1264.025	910.872	357.923	782.428
GO:0008901	364.725	823.26	386.053	4323.589	187.532	299.586	323.532	307.66	70.14	250.465	160.769	202.405	282.533	476.36	186.432	221.937	1765.302	221.937	908.808	548.336	897.701	1765.302	580.803	390.861	960.523	2444.573	497.709	938.846	2548.503	423.518	621.02	965.71	651.332	841.724	280.45	1580.316	1850.58	1595.388	1847.682	113.721	528.556	124.633	425.788	348.545	152.306	934.101	948.734	167.824	111.556	200.02	142.481	38.25	60.748	437.63	446.64	763.748	179.696	780.593	250.465	1781.4	454.628	314.14	479.724	1546.535	257.093	1247.82	269.256	1680.428	277.307	536.897	445.527	845.991	231.196	644.711	254.756	2090.995	639.682	130.83	623.45	1163.008
GO:0008905	86.903	408.497	603.479	1152.101	33.135	137.963	16.136	61.66	41.139	163.951	378.222	6.861	1.688	92.959	447.294	30.924	2919.004	30.924	158.823	88.135	240.327	2919.004	52.124	172.965	1132.911	918.141	163.413	288.072	193.706	974.329	47.481	129.972	956.529	187.473	81.54	294.263	1342.215	599.381	284.35	59.314	61.2	0	44.298	58.722	16.261	256.382	229.772	182.854	39.159	64.09	191.441	7.23	6.313	45.405	74.554	217.667	7.837	226.948	163.951	170.365	150.592	47.749	316.619	2694.064	107.027	555.721	460.496	1383.151	210.85	289.648	530.785	194.306	70.921	178.426	102.143	20.406	287.616	30.702	68.441	344.929
GO:0008909	93.39	503.885	222.55	123.626	136.1	99.243	120.94	186.978	10.327	2674.329	150.942	88.353	42.588	441.59	235.566	342.482	1213.818	342.482	107.14	953.827	594.57	1213.818	600.812	839.868	1634.277	929.587	311.168	417.344	198.589	401.295	2761.09	251.825	1097.932	83.132	183.345	846.593	332.472	213.757	369.206	29.403	34.683	551.078	253.747	175.341	1454.461	451.434	85.202	82.801	55.224	366.413	59.516	202.171	232.439	397.21	199.62	326.849	373.55	412.459	2674.329	891.649	243.573	129.161	310.502	1113.65	121.68	274.576	428.096	541.064	83.245	94.458	150.818	701.039	140.214	103.413	1049.84	635.314	777.163	662.816	154.37	98.101
GO:0008914	578.544	567.493	312.747	822.426	233.272	265.491	88.163	389.303	70.872	3623.218	246.855	237.458	127.644	204.795	648.324	276.456	861.52	276.456	157.941	1113.378	224.655	861.52	914.568	1670.776	298.135	1287.961	668.754	732.555	503.021	1208.51	4510.879	593.329	741.688	1117.383	137.196	464.368	85.973	143.419	322.162	71.141	144.734	711.83	343.397	298.292	1892.417	658.659	89.049	388.609	42.897	298.416	58.844	260.461	382.994	440.978	334.835	896.386	591.014	699.304	3623.218	1449.858	249.1	105.295	1035.85	8.085	429.902	818.924	2030.137	1041.596	762.063	375.497	816.398	1050.236	104.417	1093.212	1693.678	8.099	85.057	1078.333	90.444	250.77
GO:0008915	509.025	1373.068	598.3	1056.307	238.515	245.745	107.299	320.118	109.64	3237.47	398.875	153.149	163.227	433.255	233.251	576.357	2093.676	576.357	294.129	1705.258	774.224	2093.676	1032.577	1335.322	1937.935	1924.122	600.408	1796.919	1476.421	1810.61	3599.907	997.403	2239.633	1365.166	398.929	276.826	759.897	292.681	555.64	86.006	232.331	1328.113	323.721	428.623	1691.711	538.504	173.006	318.844	105.571	862.231	101.446	220.554	296.29	666.282	560.317	1389.882	457.644	1277.438	3237.47	2639.665	504.123	99.872	1192.548	1155.561	456.379	1003.608	2033.955	2287.287	933.877	337.969	1119.686	1297.742	90.05	939.852	1310.666	802.76	888.456	814.547	182.045	322.875
GO:0008930	760.533	1426.96	546.689	3582.28	476.238	739.651	381.327	964.851	437.357	3193.039	359.085	505.229	423.553	535.801	1265.883	802.727	1512.324	802.727	455.83	1886.85	2747.705	1512.324	1489.646	1898.896	1558.907	1700.27	1621.959	2304.008	4498.747	1328.018	3095.053	1757	2263.397	1899.122	866.001	3956.574	1308.277	1235.086	2826.27	197.977	769.936	1628.543	754.933	637.552	1455.012	1053.134	1185.162	711.826	400.155	1834.196	543.254	410.488	424.754	963.429	677.882	2075.046	781.773	2832.391	3193.039	2348.455	1162.467	135.763	1491.713	929.046	712.687	629.795	2523.19	2285.101	1189.054	389.437	1343.41	1505.979	124.412	2513.635	1395.7	3097.357	346.856	982.972	197.562	990.881
GO:0008933	1081.258	1952.633	1036.186	404.216	451.874	502.209	136.66	467.559	229.774	3708.634	743.701	126.805	123.506	1233.24	379.536	1312.381	2870.528	1312.381	325.883	1406.495	1697.941	2870.528	1182.013	3626.85	3683.553	3254.302	946.618	1332.108	1351.199	3064.732	3855.068	1993.618	3524.321	2567.752	731.544	1662.684	1017.01	626.512	2285.406	190.136	402.739	2661.741	550.349	492.372	1510.152	1638.48	235.534	539.438	221.41	1195.984	174.849	204.642	221.576	313.891	754.982	2341.706	411.055	2092.384	3708.634	1340.283	662.716	344.582	2423.967	1449.61	950.085	616.474	4017.126	3161.512	1550.696	483.594	1775.689	1541.764	407.988	2380.356	1397.403	2201.669	1413.949	780.941	425.926	387.71
GO:0008934	301.07	468.191	427.126	1517.826	132.8	153.418	55.285	133.077	33.687	199.482	150.036	19.003	31.37	150.496	256.248	201.544	1247.356	201.544	201.101	293.507	484.004	1247.356	280.897	1000.471	718.737	994.36	199.22	245.802	301.208	1070.346	257.429	532.088	1369.335	639.585	260.359	489.413	595.57	330.701	484.552	82.421	224.912	974.577	72.939	133.494	67.76	515.348	106.895	244.81	65.98	281.11	106.455	9.473	8.119	52.5	158.238	757.512	46.559	564.567	199.482	214.005	349.337	114.19	807.047	1092.898	375.498	910.731	1084.878	1152.823	415.738	367.554	657.373	244.965	95.457	460.606	116.777	403.966	143.452	47.225	136.02	412.454
GO:0008939	577.522	958.216	371.002	4009.589	238.206	295.49	197.408	560.46	294.882	312.973	302.051	85.831	96.166	391.608	307.793	431.924	1538.897	431.924	270.193	774.622	1136.71	1538.897	709.12	1341.886	1589.772	1401.477	851.612	2393.422	3642.862	998.823	768.637	1060.432	1385.866	1125.454	364.933	2530.994	1583.916	715.476	967.24	97.991	742.225	1274.944	189.565	505.939	269.609	651.843	702.333	339.326	117.315	476.252	484.124	44.32	195.883	176.579	637.446	1320.48	243.083	2378.614	312.973	2902.504	277.905	113.325	1136.063	1483.184	434.305	895.537	1276.093	2918.323	710.207	341.69	980.088	737.692	103.744	1478.354	378.371	3048.475	933.486	132.805	299.508	323.484
GO:0008940	39.591	40.707	3.489	40.934	19.079	35.13	100.932	62.83	1.037	32.364	1.504	6.039	15.932	548.115	0	21.864	0	21.864	14.43	38.574	308.294	0	36.533	62.729	152.827	383.84	15.57	3.607	9.066	9.394	30.056	155.526	104.43	18.906	33.871	1058.577	160.523	236.515	60.735	0	0	6.099	15.208	10.689	8.073	678.421	23.758	4.227	26.3	1.587	25.593	5.209	3.645	9.546	16.368	75.155	0	189.45	32.364	21.588	89.441	319.258	11.832	40.222	0	93.999	7.682	40.247	1.393	22.704	11.547	46.778	291.224	15.672	11.709	6.77	79.962	13.956	126.366	16.452
GO:0008942	7.081	3.706	33.361	17.698	4.448	21.814	10.516	0	0	10.101	7.382	0	0	118.924	3.705	10.439	0	10.439	10.092	6.18	20.862	0	0	13.679	84.359	189.983	1.855	0	3.61	50.021	0	198.009	15.2	21.313	0.799	332.19	32.093	82.986	0	3.708	0	14.829	7.894	12.986	0	148.348	21.362	3.584	12.017	0	40.597	3.584	0	3.597	15.758	0	3.61	29.912	10.101	18.311	5.455	82.991	4.635	16.427	32.424	7.181	6.491	0	11.013	10.717	11.101	13.572	113.311	8.81	6.285	0	15.605	4.616	21.154	17.612
GO:0008948	1123.313	3724.139	1572.276	5198.923	1043.674	880.66	437.501	1288.38	589.984	3102.34	800.431	250.611	595.698	895.669	1285.579	1613.729	4812.301	1613.729	936.034	2109.505	2535.213	4812.301	2503.461	3529.468	4382.513	3914.978	2395.048	5154.258	9037.749	4080.756	4299.566	3606.464	4554.224	4089.595	1718.076	5274.936	2591.911	1309.205	5386.474	459.113	1615.936	3420.57	879.349	1235.871	1628.43	1468.845	1554.236	1096.701	1122.402	1399.281	1213.042	287.425	319.043	544.097	1432.11	3467.046	777.717	5900.717	3102.34	3770.375	702.768	207.127	2635.673	3261.481	1188.194	1419.027	5472.256	4526.61	2692.347	643.816	2918.593	2900.31	210.04	4335.165	1890.413	9908.386	1393.485	982.309	373.403	1123.485
GO:0008955	73.538	131.334	416.922	2127.355	66.736	92.007	59.077	128.568	34.809	211.613	212.161	7.59	7.218	479.167	368.192	101.731	2398.341	101.731	266.857	89.423	221.612	2398.341	106.526	355.438	1293.119	1671.911	221.085	241.535	381.354	633.602	133.149	336.812	909.908	362.742	234.566	739.183	1031.393	584.125	177.534	48.876	124.749	45.285	77.678	89.258	31.171	355.328	217.546	143.025	85.944	59.683	117.048	7.541	3.935	20.12	100.432	294.847	21.208	324.42	211.613	75.029	379.127	109.079	361.608	2502.784	135.663	908.351	321.489	743.106	290.09	437.198	624.382	168.256	82.392	308.646	109.403	884.062	202.517	33.055	57.944	524.72
GO:0008961	1266.057	2659.404	1001.37	5093.045	678.15	1166.046	401.647	1242.091	678.598	4181.462	632.7	570.825	546.461	438.47	2670.009	942.375	2277.908	942.375	780.573	1458.708	2488.581	2277.908	1738.648	3185.525	2286.996	2207.163	1839.91	2602.327	4508.342	2565.011	3893.014	2509.896	3237.428	2744.239	1108.926	4068.85	1575.5	1191.775	1997.969	256.807	966.591	2385.327	762.118	860.637	1803.85	1315.462	1132.871	765.938	452.159	1941.891	703.829	307.907	493.73	594.043	1102.536	3388.609	743.275	3897.892	4181.462	3411.75	1530.191	187.939	2545.818	1943.187	1032.212	1535.927	3823.9	3781.825	2054.853	754.399	2332.752	1905.867	55.322	2976.494	1770.706	3431.137	1227.334	1107.832	329.739	1061.679
GO:0008962	80.641	406.146	438.279	171.581	416.996	113.632	201.825	428.745	15.606	3222.093	212.209	78.425	52.581	803.625	361.925	775.064	1718.281	775.064	214.592	724.709	292.949	1718.281	1197.874	398.179	2255.461	1945.384	403.299	528.869	319.999	1064.882	5749.382	587.511	2125.154	837.787	202.693	1094.637	536.263	388.244	137.654	70.853	141.245	974.855	171.092	244.349	1340.561	986.326	149.929	62.767	72.632	339.212	78.531	178.516	180.547	344.975	436.55	131.766	531.515	792.279	3222.093	1813.564	411.945	359.384	284.494	859.831	216.933	301.464	806.32	408.947	376.821	118.214	556.303	430.877	301.352	492.763	898.439	8.023	189.397	811.481	146.735	94.334
GO:0008963	1142.577	3828.334	2403.746	5741.718	1103.749	1792.15	605.068	1632.151	740.652	5055.523	1732.28	487.491	570.581	1989.404	1541.672	1608.376	7095.07	1608.376	1471.601	2310.718	3128.239	7095.07	2654.622	5612.753	9700.845	7071.549	2562.311	4213.226	6559.276	7913.766	6042.498	4928.263	6572.881	5414.217	1758.475	5013.984	2667.857	2119.334	4428.85	513.588	1462.491	3831.201	1130.918	1330.933	3238.356	2663.373	1730.845	917.625	761.132	2161.165	985.982	524.189	578.154	1513.369	1670.816	5724.263	1181.265	7707.264	5055.523	4700.381	2022.667	547.374	2342.53	3815.556	2111.754	1835.23	7146.313	5436.398	3236.383	1064.796	3609.638	2868.895	323.505	4564.877	2734.635	6983.932	3941.215	1384.651	1178.16	1785.619
GO:0008964	15.152	7.747	0	16.61	19.231	1.113	7.088	1.915	0	0	0	0	0	0	0	6.377	1.042	6.377	60.688	6.852	22.816	1.042	0	0	0	0	56.98	0	1.08	19.231	0	2.359	6.118	19.231	0	0.744	3.671	2.158	1.08	0	0	0	18.868	0	0	0	17.143	0	0	0	0	0	0	0.682	0	5.65	0	6.01	0	30.836	0	12.196	0.358	0	0	0	0	0	0	5.618	0	37.386	0	5.714	0	1.08	16.952	0	17.11	0
GO:0008965	319.088	1357.663	221.318	5450.898	487.029	512.581	508.738	838.566	502.748	151.064	93.345	397.304	337.874	408.192	378.133	300.624	577.205	300.624	779.369	868.835	1840.941	577.205	1492.604	355.071	408.697	740.727	1200.818	1958.861	4904.526	220.216	565.422	1559.003	564.77	1112.485	827.249	5320.691	1679.879	1075.737	2757.6	176.727	779.227	406.958	528.401	438.206	180.267	921.537	1225.676	448.455	474.864	1205.626	802.754	101.762	65.381	606.786	486.812	1051.257	264.103	2540.96	151.064	1430.626	1263.706	300.381	325.726	1042.52	192.73	1005.084	781.75	1363.471	682.54	311.559	819.397	1245.939	168.936	1880.512	322.306	4166.565	426.707	205.006	214	807.307
GO:0008966	838.271	2181.003	1015.247	4361.614	697.687	887.626	584.365	1511.504	580.539	4460.58	602.447	464.189	490.377	586.892	1405.329	983.783	3236.179	983.783	846.391	1739.137	2937.158	3236.179	2311.682	2217.507	2726.019	2405.973	2084.006	3440.059	7126.036	2241.822	4373.011	2419.381	3044.312	2397.488	1241.764	5024.448	2563.883	1786.426	3806.183	362.054	960.169	1745.46	936.812	973.204	1991.841	1263.866	1527.77	830.476	695.856	1946.873	812.112	464.702	562.567	572.002	1163.418	2484.875	970.257	3835.706	4460.58	3472.113	1466.602	220.08	1707.562	2185.029	801.82	1472.398	3023.076	3499.624	1564.922	586.113	1843.33	2245.436	110.129	3207.314	1830.79	4041.864	1236.23	1140.214	446.392	1159.027
GO:0008967	48.842	319.633	167.344	1021.737	214.104	125.826	184.82	308.11	154.244	96.426	90.785	46.819	293.824	141.387	249.169	132.716	1250.056	132.716	137.723	734.02	1295.648	1250.056	554.295	234.457	148.002	178.565	279.315	531.684	1352.675	306.789	268.198	280.177	644.818	449.72	739.747	1639.843	1807.659	931.136	846.048	71.012	461.629	80.293	441.965	232.356	150.672	347.299	243.323	149.051	452.96	122.705	228.922	31.187	27.726	142.587	286.467	166.015	78.42	471.669	96.426	150.774	211.897	79.307	312.02	1464.009	99.79	326.144	386.825	596.558	197.103	170.846	192.827	210.332	36.178	262.265	104.366	3077.516	195.906	143.068	98.871	235.43
GO:0008972	812.823	2452.248	839.634	4786.663	716.483	780.639	420.344	995.521	437.526	4016.946	392.324	334.789	334.056	170.311	406.376	473.738	2825.596	473.738	664.247	1961.838	2464.823	2825.596	1869.77	2376.164	1236.985	1514.461	1911.362	2447.848	4041.683	1649.434	4271.196	2190.004	2035.464	3910.872	803.333	3396.688	1605.903	853.103	3418.665	250.204	745.241	1647.193	791.849	813.608	1902.718	795.071	1069.031	676.339	326.291	1259.914	591.541	372.028	425.276	535.934	1009.178	1932.026	767.114	2923.197	4016.946	2730.018	1205.554	105.626	1226.754	1892.1	641.507	1000.72	2776.987	3035.047	1246.389	493.952	1525.936	1618.298	57.008	2545.535	1708.419	3366.808	1149.35	1185.607	381.228	777.768
GO:0008976	125.778	962.988	270.935	5032.221	255.112	412.666	305.536	879.352	367.754	475.782	193.755	227.86	232.495	42.815	549.31	112.754	561.358	112.754	274.667	584.23	1224.887	561.358	659.972	345.414	266.33	560.554	1073.936	848.216	3650.939	217.375	837.899	1319.943	116.368	540.067	185.147	3228.384	432.168	157.027	1292.734	51.105	343.273	94.236	307.842	293.827	233.4	411.55	1273.257	247.661	59.924	911.036	453.614	45.666	109.339	503.882	324.98	1018.172	182.949	1824.57	475.782	829.737	972.492	23.347	219.354	836.332	221.029	632.864	229.809	653.035	562.775	301.378	837.588	556.299	41.881	1408.716	325.436	1496.733	321.915	104.414	101.363	856.308
