Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
K01246	85.1159734009	72.3340740446	700.3156632861	0	15.4936924855	95.8837061468	90.3296780907	429.3432882451	435.2704050938	796.0358918677	23.2501149605	116.5006866568	30.5094164358	34.6332166576	152.7050457527	176.5446973082	44.4920835355	76.4658834689	179.5164182303	154.4329106618	218.2345820287	33.2764191724	40.0288339571	57.791021463	111.9594349279	363.3521689231	547.8038011968	97.2502902705	527.7145668855	70.9459296339	642.4139969176	381.0442775893	139.9386224602	233.9070670813	81.0570558842	82.6792229139	63.8361464879	236.5473439339	136.9400415808	24.3845940788	102.8532200711	281.5522920745	55.8423472591	328.7440442707	69.0570798729	127.3990380826	22.9065353326	727.6209165935	300.6768343751	58.6716547748	24.7728785913	49.7616474819	34.6879238434	31.2818317142	0	33.618933347	85.0980378393	167.7001274402	878.4144427222	349.5654355695	16.1048691111	14.0238177456	137.146370483	309.3148121326	54.9025425783	42.143838499	26.4521404387	817.5951429993	139.7958814174	274.0027678062	45.0497667024	0	94.4022127247	29.3228351128	357.3575316624	594.2954414725	439.0231266969	591.3335601423	39.2190649035
K01258	190.3097198148	172.6313692515	711.4256776487	91.6604947914	69.0220215812	155.1744101865	162.8308536178	741.4557052234	313.9299640614	524.4266359375	93.5540517079	155.0448990734	62.6288747576	73.9440836284	250.2226897054	166.2005845874	45.7473629687	173.3989040414	274.055273753	416.2873913653	449.4037115934	387.5628693877	214.792502186	261.0358078913	373.3915459725	459.161997158	489.1400595891	313.3682552854	666.910770395	265.153898639	579.8774418643	724.9413386606	572.171695892	405.4878307058	258.033403281	150.3262634428	250.5110045507	1012.8141776238	319.5194926868	42.8527596119	107.8666668206	259.3211521123	117.6625782247	402.1438934595	115.1170218983	124.0064639629	191.6156016916	1071.6872216582	320.731938957	254.9238747548	41.1026540128	110.3407619371	118.7756319397	348.0963776095	52.8998273203	98.3804818747	290.187783084	242.4356995977	1010.1957498655	379.3003909094	104.032473449	72.6376061023	266.0867209012	490.3815292921	157.5993411373	304.8000464425	134.4027187358	812.0784172789	240.5750623803	439.3217596393	167.7393242973	91.1968480366	207.6002463337	193.9879600749	368.0289308248	713.3847349033	371.7540038913	561.419747256	133.5279423873
K01262	327.2595173356	295.1403198462	1309.681872631	143.1965727857	47.6340396053	319.5210807338	161.2241291162	1585.1425746562	536.9194170504	1103.9499697008	127.862777964	299.8069367373	118.336712362	78.7219591834	482.2147427957	346.6294432775	22.7257515751	189.7209459265	368.6432861907	514.5966853305	631.3975044187	596.8697954101	416.1141421473	279.0289789388	256.1611487131	859.7687267876	766.9306436804	679.8657036713	1261.0822529609	658.0744523387	722.1271449761	1151.0338661564	836.3011517349	855.2055236111	647.4912981964	133.7821019838	394.0760672136	2202.1740615737	258.4906674256	51.966185365	182.4696099205	222.9282411015	109.9869950163	733.2550536575	208.4547778175	203.8935856913	256.7437803294	999.3822925482	566.5740074498	418.6457271133	55.2244652151	191.3770704049	299.6866656149	538.5192094383	73.0999366004	157.0240662213	386.9122049715	408.6029302579	1630.9268161525	766.0513252854	111.5010103933	81.8349449798	420.5513020935	792.7503883932	204.7525102531	413.0707741849	102.3519102184	1565.602027916	319.0307131265	676.2441005129	119.233780671	68.7104027537	357.9263681848	248.5617315443	561.5545464165	1068.5345031574	819.921690822	996.856789325	209.2002168843
K01265	389.4043049632	386.8275838131	1147.4036662061	308.0024401182	126.2423591356	294.7371648695	259.7387088406	1603.8750213107	597.7150929482	1040.9731045069	173.1247501042	217.3019731928	135.3340381922	156.3181054025	458.971899651	546.5775243759	19.0462857863	275.8414348651	657.9939767821	837.6509711281	955.8076831082	953.3067116201	444.9358962531	510.353035769	1076.1782307687	793.3807341754	1368.9547787282	693.4970838772	1080.9107677147	841.8894542745	1997.066246091	1007.0993566393	871.6886934526	977.2843746139	602.168188887	233.6460833894	460.6378460193	2039.512061063	583.5948518717	92.6783876254	260.1138253429	200.336797892	270.6129745181	638.6683586401	216.1487905113	228.8619648323	380.928481433	1230.0826446591	517.239094074	626.17231249	102.8994512909	209.7230491394	247.7794681422	815.5682095205	196.7658191863	215.8089840036	536.6768176224	529.1468023676	1611.088952909	816.0366278909	150.670309997	136.502995569	510.4593674497	787.7122323624	314.2177720763	493.5509068537	193.8569062591	1265.3273167819	399.1516422838	764.687512228	426.6947690184	312.3040077311	665.0094193092	575.4883553339	740.0227658995	1276.2934361926	895.2179595756	845.3258518172	506.0534255175
K01269	120.1901540881	146.2324753469	117.4624936701	25.9616694798	31.7229669549	84.6308136615	138.2379210051	629.0837173671	128.2682628092	34.8425463184	68.8308094401	46.0512177818	31.775284799	54.9461474051	136.9297062914	247.7931850442	24.7354110638	172.2173266761	42.6154385612	290.0329230997	220.6749732613	52.6258253578	278.6538632139	227.9695376351	500.4970539501	129.9589165593	0	302.9712223406	131.3197274976	419.5936729554	47.4104935591	90.3866069327	95.383038312	448.2739113279	252.2432443233	139.3817773585	274.19976081	1253.3381351934	210.9714844784	32.1021867426	53.8827577138	101.2211232812	195.0765151707	28.2255672288	68.4126415519	30.2192269855	31.6733103158	263.5437869444	174.5472287402	297.2300467715	0	118.2236446967	141.7728252411	239.3016930818	36.234671905	110.9620504652	114.7344134958	95.8543813306	91.0973627688	64.932381207	0	0	235.136433124	135.5450915583	91.0585403201	0	114.8015219802	65.2860046088	72.7385866566	95.9693188573	207.1627830886	163.4240488777	172.2506789469	132.1212584287	212.388249236	152.7358061036	131.3200400628	37.5215516759	66.831117538
K01270	277.2939263504	293.6599663361	1511.0229215227	103.3533603646	35.4943073755	282.0491381801	135.9074966403	1462.3147008103	476.8822284298	1294.0236644039	127.9587212564	335.8305043281	67.3175999909	76.3179894861	415.3966946583	200.3095073383	27.8774345125	115.3799663248	382.4368906939	668.6199027334	705.5053134404	427.2644250989	199.7660328726	173.5183533926	236.0545991685	927.6582730457	1244.9781443789	521.7561583354	1171.032122733	371.9051706095	1529.2461018394	1014.2909586312	744.8593997369	594.9122285209	366.5559645928	170.652857716	399.8193040764	1043.0476918815	426.5599883087	62.8436938647	210.1393115803	70.3771394593	40.4047179216	906.0165420178	177.5396190717	211.3732707849	154.0047854161	805.6551250026	473.2292440021	222.5327030064	52.5031273527	163.0293534604	188.8075310614	267.6390333323	58.3439124802	158.0663793599	474.2691147962	507.9702949963	1748.9180798707	913.9092263099	76.9992094977	51.9816813653	313.4953161512	976.3899491368	176.8342732573	287.5124309043	74.5389929426	1659.2845204407	362.4271435488	579.5805114486	98.9407055416	134.0527207365	344.4636306158	222.3665030627	747.1008048027	1476.3251931773	880.884966812	996.2120065934	234.2193830605
K01277	119.6432115118	83.2373951005	650.2663638326	77.2585027996	18.4380894676	99.0308956124	43.9025993721	444.2480832141	305.787205844	578.60155367	43.8512586945	127.3986605694	45.3043979764	19.297857188	179.52233118	66.4536864387	0	24.9872485632	234.3099757886	279.7015225185	337.9091023559	203.0444550659	32.8765759555	123.9156822757	97.0836006005	361.9017311253	727.7652016195	124.4050559968	541.888954622	89.3441838943	892.1328334262	628.0018102475	378.1840029385	173.097117105	42.5106319065	56.1449979061	41.9840364407	0	119.2104390923	27.192607762	81.6579322274	0	0	393.2897468112	75.7734659858	83.8367489351	157.007221343	221.8038289885	162.116189578	52.1817048414	29.1913071018	40.9944944615	20.2724270689	163.1972234221	31.7849944528	32.8454399599	179.0260902246	227.0703354945	970.5015566116	399.2974026188	64.9235385832	48.9301447819	132.5716349797	368.1118238339	97.963904804	246.4649663022	30.6343048175	793.4928598942	159.2080997876	354.397076067	34.8893745279	0	141.6825159321	80.9071548851	304.9349614193	570.7330058845	378.0670401041	455.7391197082	99.6415805963
K01278	220.7190807779	150.2313100609	1390.7121988953	76.5324243797	22.1364798104	175.5373332339	42.3298868383	769.8205891924	382.4762157728	1209.5401031537	35.0915922623	244.7976277174	31.1932259913	28.7186258508	292.8426992933	86.308184795	0	34.9146319026	291.653792093	566.9464366972	793.3891205992	391.7831408357	57.2297579394	108.4319090231	165.2439990948	834.6332377647	788.4390615695	223.9023348406	1103.9453160875	164.1664451436	656.4783790228	1129.3734567942	681.4640144669	256.0172936685	56.7107092065	97.8886535913	105.9434134843	0	184.1767216987	33.6514085983	140.6683413157	0	29.4902165595	865.9949155062	116.7678305448	162.5288799306	194.3912222949	340.526294635	338.6450431187	80.8593132939	49.6556096502	85.1708981225	44.1410631945	177.3200810226	59.6186804799	73.8835551158	281.1110440738	323.6888771675	2016.535615528	903.5400376008	61.8746568687	0	219.5626318673	834.0320324517	117.0134864882	298.1604359785	54.2774905584	1755.3767589889	329.9649679323	711.8846822766	71.5211647855	0	262.894902748	134.5912714755	421.6147778664	1092.9847615192	724.0744127362	1041.7458902807	173.1824060208
K01284	204.9063192364	158.154752323	1560.4228669131	174.6491252664	45.7913329329	212.9062556716	69.7603216187	895.0521308542	621.9778794306	1306.241933094	66.5747575145	278.0066262712	110.3901450846	41.0912732534	360.5237491789	150.9542232279	33.3961722718	96.7614825685	484.9769634276	608.1692041976	739.0564175198	523.814060098	62.3726293665	278.5587442702	180.4914558796	821.1006906977	1267.1729439124	243.700313758	1389.2943951516	220.077806725	1179.3089384654	1615.5854268966	1079.4565168559	324.0350931577	81.6606152537	129.7295402875	105.7570525217	126.518791876	257.7822686872	41.1325069549	152.1747998751	71.3168387971	0	955.1049940403	139.7894333566	197.2362129637	406.7634577315	826.3322978898	461.6150240508	89.3140211683	60.0804330691	95.4909086373	54.3398725304	381.9504154825	94.2785493982	85.459799614	411.9755990354	427.3658846861	2320.2964554834	930.9233619735	161.00414351	105.4561369152	291.467038624	793.9511419387	232.3087139658	681.0576135814	105.3265447723	2047.7723681376	360.2203842435	1001.2394262349	85.6451482108	15.5009722219	288.2904958908	203.1516942413	640.9096252093	1266.8396085725	775.9155806943	1167.1641881495	176.4755516954
K01338	467.1972814134	396.3656278663	821.1665254504	149.2690063429	121.1643517526	261.8013672235	311.043676602	1333.7124025429	467.6418621375	705.5108488134	179.5541151017	188.6284349937	146.0522540894	125.6925762519	539.4051558648	570.6394668015	35.1574736004	408.9085697935	301.2170527605	816.1241763973	612.9797632565	357.4042586185	567.5154177476	310.8035491284	677.903937557	610.1410102245	1093.5749495523	775.0373903652	892.6012813039	921.0872144219	1124.3858946175	771.7381264344	510.9844500835	1031.5315948295	585.0769431528	372.8246789076	658.7351696511	2148.4839382985	567.6221857456	148.4051445931	264.0321645492	134.6679394701	544.8059254001	430.2944249785	200.5748827396	188.4133199346	205.9271646854	1255.9305414597	484.1500745317	522.5866124578	62.5462821812	224.6757956589	243.1217271626	471.616000883	105.707118112	262.1157498452	358.0535125964	452.8643797102	1053.2254554566	574.9239405521	107.5330769492	107.7328358628	574.6649186873	596.5141294238	620.713127595	456.9399678032	321.4683803537	1090.7363145766	273.5570999782	550.6231983278	770.2281044306	445.5337272529	377.920058262	550.2966552115	656.9893172918	813.0840020257	587.8847851491	570.9182424763	254.0375258718
K01356	78.4474600224	102.5452094503	136.5339151529	0	26.0188460627	71.8643873449	71.0257475096	513.9621822833	179.5392604374	0	66.4818883063	45.4037883413	55.781468178	66.3863630259	118.2248001506	179.2595252908	0	93.2137474637	50.5423569732	277.6255450655	221.1501506239	62.462379056	196.9378478866	145.5396853622	272.9483331548	152.3642731957	57.1503935116	223.544412515	109.6549677187	309.477635646	57.2790361022	72.4888811777	98.0822384983	256.7681963007	244.4352300241	115.9701540773	206.294828943	971.8796080449	234.7853707341	0	46.5431672627	135.3626054432	175.5825689683	0	70.7582870223	30.8360452752	39.3294536587	249.2446788368	121.1354580617	253.5302039053	0	79.2736851503	137.5055919997	129.1356501495	36.054825648	105.7961926172	170.2698475568	95.6945146289	171.1946398283	52.5080597168	0	0	114.7031480297	118.8494644063	106.6092413706	22.6297836332	110.2997801085	82.400909388	88.1605215044	124.796151684	128.9661708924	154.2447653551	117.3121429397	134.8405402302	195.0330058862	88.4742457646	121.6126467352	38.0673516108	39.7907129452
K01358	494.3775954832	425.1234712724	873.652823963	455.7078614394	275.6745367767	243.4436432212	353.5014019852	1197.9590374346	1076.4931335103	982.4835947637	220.3080172913	187.3300645829	334.1514189546	172.893380045	761.2995383168	683.9392379227	33.0791919993	543.2217242709	660.0246209512	950.7618031419	926.905093447	958.8485694498	533.413587624	806.8803390606	1707.3407551683	699.1917129378	826.7650551334	700.3259956328	1213.6749035742	882.5703536428	1056.8019529126	1367.8282150271	1153.8514781516	1067.7423706223	397.2017548671	485.0307471174	612.4812966418	1472.3688416435	890.6123951441	146.8391893548	274.1726971498	214.186194928	594.3745237798	491.8173023354	255.0943347044	285.9023330138	519.714163329	1061.1853516347	454.334540677	499.5515564031	109.7995868472	250.582733741	231.6540990315	925.6920942211	183.8417999756	294.4498941422	509.3723983965	542.8203765218	1299.3142037016	595.1877163848	369.4798206328	262.2582306213	675.6918270078	913.5227781116	573.1791097009	864.8050432956	379.6581012633	1206.6452843634	424.788629544	913.3662577309	1022.5785521316	534.8350745251	803.2846509037	783.300093984	782.6841784676	1043.8226166998	847.2575801427	672.6043576043	542.0446824345
K01362	76.6602938021	70.7110308627	486.2496630709	0	0	75.278540628	113.4316462997	351.4422487707	214.6472109856	471.5393397797	28.3806771794	102.7533268285	0	0	121.6801972188	98.6852691681	0	48.1264126253	93.3891267203	115.144717785	140.1809863711	111.7117242402	72.228937156	96.8199328168	150.5467767375	324.114915745	251.2783030258	93.3908093173	389.1851128565	79.3091487792	345.4332778169	333.1010646364	164.6456251169	177.2215656291	62.5706998088	67.9711946032	51.1015190799	95.5876965243	0	24.7079925701	82.0014324458	149.4729214013	120.6754514723	284.4233482352	62.1303785853	76.0882651193	39.2153188076	187.0501607765	135.7070157397	62.5137953986	28.8237267523	57.9117236383	47.9144538929	77.8386762618	0	24.9313747503	75.7074280361	141.7419999139	956.0291491771	297.857784612	0	0	213.3922978169	289.2036255749	54.1368645992	65.8562417371	34.1842173264	649.3557445677	102.6741708147	190.3102169245	92.6085512956	0	107.0448682644	37.6887228592	185.3007986623	513.1866911914	233.319795267	340.912592262	84.2641956464
K01372	130.9138284492	110.107110193	876.879874215	79.8126632145	0	124.2001714479	98.9600150858	536.7858108342	371.3644899858	795.407862984	39.0702950757	153.231081257	40.7186763256	22.168647095	202.1093129664	185.9214984833	0	36.5278765352	169.4838209052	362.6615702678	471.8798242682	192.9567373316	83.5161349011	122.627025354	170.7763876991	531.3180677422	540.8873684259	141.9425723963	674.8282212471	95.0795411472	573.8467740369	619.4013290978	384.7802488544	231.5280883231	88.2281688514	81.309843633	54.0021744741	66.5207921654	187.8081851292	23.9468768827	86.4258013219	101.2981109418	53.7092652078	568.1857574459	108.2055973837	116.069897666	128.2881318671	217.7125146293	197.8733235084	80.1067208801	39.4731463429	62.561605565	41.863475589	148.6525773871	40.3105512461	54.2085472949	171.2105145114	246.0294494892	1518.3590217282	592.2480456021	63.768287641	0	217.8612722008	512.5600642166	92.2601673142	219.0186849715	53.2773824045	1147.4188451135	195.3317884698	409.8018589694	67.3725070413	0	133.2176482566	78.6157645281	397.0570211426	718.6284115541	403.6307455704	700.9160682325	88.6802536064
K01409	293.8146409306	276.1959641068	571.9922975123	236.9115404968	88.8302336629	190.4383758064	298.0448980495	901.7065773437	369.2923262517	637.2526151401	182.8692099709	110.2656399308	87.9271198627	120.9908656915	335.1919818024	420.6039191583	27.0019477596	298.4959090762	440.6897444341	0	565.9794291397	505.4399580478	350.3580045278	477.8314848524	928.497825667	421.0532045166	676.0680138985	488.2349434716	770.7580252202	527.1763231122	1020.7250278104	1155.5905913779	884.0987409461	709.9142733428	340.4980353101	189.8158071848	321.5495818777	1346.8095212503	512.5747109516	62.8359545258	157.0602824883	252.1152804523	352.0470593274	316.4858226265	150.5720259083	116.8961152328	328.8153633461	607.0664582355	269.2027742131	286.4372822971	78.6176675599	150.7110799864	180.1715707146	538.3147501798	117.7164026406	167.2086574492	373.2482336502	332.5270602327	1018.7817039655	429.5092457085	115.3484542642	134.489256014	399.8156453048	487.8418016682	306.8129464759	698.0265248231	279.8229494627	652.5673414289	224.6216990616	600.7976896507	429.9916187936	305.8004027507	453.1618259321	444.4800137319	487.5819397638	772.4672994108	468.9012150686	391.0498302977	378.7659763583
K01420	136.2498148161	137.9057692388	19.5217909571	33.0195262729	80.9928395577	178.560792591	322.7617138023	644.0071503604	635.2811285298	63.0473254872	116.5014719485	18.0045382177	424.4008513849	97.2900392341	235.3224729362	319.7525083814	0	433.2702973597	25.7001357056	157.2290136472	345.353385086	124.5774050962	334.901666357	195.0816465564	535.3171212822	235.3296284393	0	220.6870215234	153.2157402989	740.2264560191	42.0397976857	84.1022726151	114.0916366988	448.7574289135	316.5946912858	227.8275364287	336.3094853034	2427.3075606067	477.8703198569	70.563851042	82.5806593026	115.5316396014	1153.0578798404	34.3289026522	96.0173629786	75.0593645804	46.1874010831	452.079061049	198.3530720397	505.6051796193	22.5180270395	158.9327660981	265.4552821802	139.6106161924	0	223.6202598492	153.0722537109	257.5156955162	142.7542176504	24.1654627785	30.1637666484	54.0974779776	342.5678162719	42.9836257581	294.2268958389	207.1555328175	340.6884888921	82.3112006551	54.0473277552	121.2534371007	378.5212899025	112.5947717989	144.1509923085	138.1269434374	352.0822849435	156.1179479352	133.5954254127	37.5371190592	34.5121237644
