variable,phyla,value,point_number
133HP,Firmicutes,4.82625,2
133HP,Firmicutes,0.02235,2
133HP,Firmicutes,16.28308,2
133HP,Firmicutes,0.00628,2
134HP,Verrucomicrobia,3.41168,1
134HP,Bacteroidetes,0.05424,1
134HP,Bacteroidetes,2.95176,1
134HP,Bacteroidetes,0.17514,1
134HP,Firmicutes,0.06932,1
134HP,Bacteroidetes,0.09379,1
134HP,Bacteroidetes,3.49271,1
134HP,Bacteroidetes,0.61078,1
134HP,Bacteroidetes,0.97659,1
134HP,Bacteroidetes,0.0078,1
134HP,Bacteroidetes,0.43236,1
134HP,Bacteroidetes,0.01941,1
134HP,Bacteroidetes,0.09402,1
134HP,Bacteroidetes,0.00846,1
134HP,Bacteroidetes,0.53946,1
134HP,Bacteroidetes,1.82599,1
134HP,Bacteroidetes,0.05015,1
134HP,Bacteroidetes,0.17957,1
134HP,Actinobacteria,0.39617,1
134HP,Actinobacteria,0.2544,1
134HP,Firmicutes,5.38512,1
134HP,Firmicutes,0.05983,1
134HP,Firmicutes,2.8908,1
134HP,Actinobacteria,0.37117,1
134HP,Firmicutes,0.28124,1
134HP,Firmicutes,0.53748,1
134HP,Firmicutes,0.59726,1
134HP,Firmicutes,0.29614,1
134HP,Firmicutes,1.18301,1
134HP,Proteobacteria,0.65873,1
134HP,Firmicutes,12.49902,1
134HP,Firmicutes,0.38591,1
134HP,Firmicutes,0.11844,1
134HP,Firmicutes,3.20765,1
134HP,Firmicutes,0.15134,1
134HP,Firmicutes,0.28982,1
134HP,Firmicutes,6.54213,1
134HP,Proteobacteria,0.01513,1
134HP,Firmicutes,0.04737,1
134HP,Firmicutes,0.20449,1
134HP,Firmicutes,0.06274,1
134HP,Euryarchaeota,0.90373,1
134HP,Euryarchaeota,0.56331,1
134HP,Bacteroidetes,0.41591,1
134HP,Firmicutes,0.07945,1
134HP,Bacteroidetes,0.06032,1
134HP,Bacteroidetes,0.06799,1
134HP,Bacteroidetes,0.00703,1
134HP,Bacteroidetes,0.07315,1
134HP,Bacteroidetes,0.09095,1
134HP,Bacteroidetes,0.17603,1
134HP,Bacteroidetes,14.2814,1
134HP,Firmicutes,0.41388,1
134HP,Firmicutes,0.4006,1
134HP,Firmicutes,0.48456,1
134HP,Firmicutes,4.67998,1
134HP,Firmicutes,2.5587,1
134HP,Firmicutes,0.99023,1
134HP,Firmicutes,1.16699,1
134HP,Firmicutes,1.66031,1
134HP,Firmicutes,0.10192,1
134HP,Firmicutes,0.21813,1
134HP,Firmicutes,0.63925,1
134HP,Firmicutes,2.37181,1
134HP,Proteobacteria,0.64669,1
134HP,Firmicutes,0.00332,1
135HP,Bacteroidetes,1.25806,2
135HP,Bacteroidetes,1.14467,2
135HP,Firmicutes,0.55484,2
135HP,Bacteroidetes,0.44728,2
135HP,Bacteroidetes,3.23437,2
135HP,Bacteroidetes,3.41799,2
135HP,Bacteroidetes,2.09906,2
135HP,Bacteroidetes,33.59781,2
135HP,Bacteroidetes,0.41702,2
135HP,Firmicutes,17.44847,2
135HP,Firmicutes,0.12968,2
135HP,Firmicutes,0.09106,2
135HP,Firmicutes,0.19698,2
135HP,Proteobacteria,0.15023,2
135HP,Firmicutes,7.05474,2
135HP,Firmicutes,0.37387,2
135HP,Firmicutes,0.25102,2
135HP,Firmicutes,5.85194,2
135HP,Firmicutes,1.61001,2
135HP,Firmicutes,10.40382,2
135HP,Firmicutes,0.27745,2
135HP,Firmicutes,0.00761,2
135HP,Firmicutes,0.05873,2
135HP,Euryarchaeota,0.05661,2
135HP,Euryarchaeota,0.06754,2
135HP,Firmicutes,0.10852,2
135HP,Bacteroidetes,0.34841,2
135HP,Bacteroidetes,0.30337,2
135HP,Bacteroidetes,0.00394,2
135HP,Firmicutes,0.32314,2
135HP,Firmicutes,1.0424,2
135HP,Firmicutes,1.43484,2
135HP,Firmicutes,0.01738,2
135HP,Firmicutes,0.10657,2
135HP,Firmicutes,1.66707,2
135HP,Firmicutes,0.05831,2
135HP,Firmicutes,1.58364,2
135HP,Firmicutes,0.084,2
135HP,Firmicutes,0.91623,2
135HP,Firmicutes,0.00806,2
136HP,Verrucomicrobia,0.0068,1
136HP,Bacteroidetes,0.12037,1
136HP,Bacteroidetes,0.09382,1
136HP,Firmicutes,0.1403,1
136HP,Bacteroidetes,0.12931,1
136HP,Bacteroidetes,1.49297,1
136HP,Bacteroidetes,0.04752,1
136HP,Bacteroidetes,0.00549,1
136HP,Bacteroidetes,0.00435,1
136HP,Bacteroidetes,0.40927,1
136HP,Bacteroidetes,0.21965,1
136HP,Bacteroidetes,0.1652,1
136HP,Bacteroidetes,0.21323,1
136HP,Actinobacteria,1.13759,1
136HP,Firmicutes,4.59661,1
136HP,Actinobacteria,0.29757,1
136HP,Firmicutes,1.64814,1
136HP,Firmicutes,9.35716,1
136HP,Firmicutes,0.08937,1
136HP,Firmicutes,2.14742,1
136HP,Firmicutes,1.75978,1
136HP,Firmicutes,4.82195,1
136HP,Firmicutes,0.0321,1
136HP,Proteobacteria,0.28978,1
136HP,Firmicutes,1.27843,1
136HP,Firmicutes,3.83542,1
136HP,Firmicutes,0.21861,1
136HP,Firmicutes,10.45058,1
136HP,Firmicutes,0.02892,1
136HP,Firmicutes,0.00789,1
136HP,Firmicutes,0.96518,1
136HP,Proteobacteria,0.00122,1
136HP,Firmicutes,0.39298,1
136HP,Firmicutes,0.68036,1
136HP,Bacteroidetes,0.05335,1
136HP,Bacteroidetes,0.7646,1
136HP,Firmicutes,1.03335,1
136HP,Bacteroidetes,27.13043,1
136HP,Bacteroidetes,7.58861,1
136HP,Firmicutes,0.36153,1
136HP,Firmicutes,0.27772,1
136HP,Firmicutes,0.53758,1
136HP,Firmicutes,0.03977,1
136HP,Firmicutes,0.34421,1
136HP,Firmicutes,1.47692,1
136HP,Firmicutes,2.4361,1
136HP,Firmicutes,0.082,1
136HP,Firmicutes,0.40535,1
136HP,Firmicutes,9.02393,1
137HP,Verrucomicrobia,2.41611,2
137HP,Bacteroidetes,1.42354,2
137HP,Bacteroidetes,0.24326,2
137HP,Bacteroidetes,0.10502,2
137HP,Bacteroidetes,0.23358,2
137HP,Bacteroidetes,0.00708,2
137HP,Bacteroidetes,0.36405,2
137HP,Bacteroidetes,0.03141,2
137HP,Bacteroidetes,0.44179,2
137HP,Bacteroidetes,0.15106,2
137HP,Bacteroidetes,0.03971,2
137HP,Firmicutes,0.03259,2
137HP,Bacteroidetes,0.07225,2
137HP,Bacteroidetes,0.12814,2
137HP,Bacteroidetes,0.26177,2
137HP,Bacteroidetes,0.66596,2
137HP,Bacteroidetes,0.14035,2
137HP,Bacteroidetes,0.14013,2
137HP,Actinobacteria,0.00534,2
137HP,Firmicutes,21.95575,2
137HP,Firmicutes,0.21257,2
137HP,Firmicutes,0.05405,2
137HP,Firmicutes,0.02036,2
137HP,Actinobacteria,0.12259,2
137HP,Firmicutes,0.11945,2
137HP,Firmicutes,0.22031,2
137HP,Firmicutes,0.08105,2
137HP,Firmicutes,0.3082,2
137HP,Firmicutes,0.18812,2
137HP,Firmicutes,0.20571,2
137HP,Firmicutes,0.06183,2
137HP,Proteobacteria,5.28515,2
137HP,Firmicutes,0.25211,2
137HP,Firmicutes,2.28188,2
137HP,Firmicutes,0.10733,2
137HP,Firmicutes,0.02638,2
137HP,Firmicutes,2.99525,2
137HP,Firmicutes,1.09088,2
137HP,Firmicutes,0.02909,2
137HP,Firmicutes,4.90448,2
137HP,Proteobacteria,0.0578,2
137HP,Proteobacteria,0.03852,2
137HP,Firmicutes,0.00607,2
137HP,Firmicutes,0.26806,2
137HP,Firmicutes,0.03164,2
137HP,Euryarchaeota,0.41287,2
137HP,Euryarchaeota,0.32094,2
137HP,Bacteroidetes,0.63342,2
137HP,Firmicutes,0.02304,2
137HP,Bacteroidetes,0.23482,2
137HP,Bacteroidetes,0.26624,2
137HP,Bacteroidetes,0.14363,2
137HP,Bacteroidetes,0.20316,2
137HP,Firmicutes,0.71576,2
137HP,Bacteroidetes,2.10801,2
137HP,Firmicutes,0.1265,2
137HP,Firmicutes,0.92702,2
137HP,Firmicutes,0.59975,2
137HP,Firmicutes,0.04879,2
137HP,Firmicutes,1.17662,2
137HP,Firmicutes,0.89569,2
137HP,Firmicutes,0.17876,2
137HP,Firmicutes,1.53708,2
137HP,Firmicutes,0.03072,2
137HP,Firmicutes,11.08211,2
137HP,Firmicutes,0.06321,2
138HP,Bacteroidetes,0.13586,1
138HP,Bacteroidetes,0.26121,1
138HP,Bacteroidetes,0.00264,1
138HP,Bacteroidetes,0.01036,1
138HP,Bacteroidetes,0.3314,1
138HP,Bacteroidetes,0.08387,1
138HP,Bacteroidetes,0.32758,1
138HP,Bacteroidetes,0.12477,1
138HP,Firmicutes,0.00661,1
138HP,Firmicutes,3.3607,1
138HP,Actinobacteria,0.10358,1
138HP,Firmicutes,0.06491,1
138HP,Firmicutes,0.25374,1
138HP,Firmicutes,0.18546,1
138HP,Firmicutes,0.71418,1
138HP,Firmicutes,0.05567,1
138HP,Proteobacteria,0.09099,1
138HP,Firmicutes,0.36255,1
138HP,Firmicutes,0.1174,1
138HP,Firmicutes,5.6876,1
138HP,Firmicutes,0.51575,1
138HP,Firmicutes,0.01559,1
138HP,Firmicutes,4.57724,1
138HP,Proteobacteria,0.05985,1
138HP,Proteobacteria,0.04165,1
138HP,Firmicutes,0.04074,1
138HP,Firmicutes,0.03517,1
138HP,Firmicutes,0.19001,1
138HP,Firmicutes,0.1287,1
138HP,Bacteroidetes,0.08764,1
138HP,Bacteroidetes,0.41776,1
138HP,Bacteroidetes,0.06527,1
138HP,Bacteroidetes,67.75651,1
138HP,Bacteroidetes,8.15708,1
138HP,Firmicutes,0.54529,1
138HP,Firmicutes,0.19072,1
138HP,Firmicutes,0.00778,1
138HP,Firmicutes,0.01892,1
138HP,Firmicutes,0.06778,1
138HP,Firmicutes,0.33007,1
138HP,Firmicutes,0.04228,1
138HP,Firmicutes,0.24248,1
138HP,Firmicutes,3.86713,1
138HP,Firmicutes,0.00611,1
155HP,Verrucomicrobia,0.19138,1
155HP,Bacteroidetes,0.06711,1
155HP,Bacteroidetes,0.03073,1
155HP,Bacteroidetes,0.12078,1
155HP,Bacteroidetes,0.87063,1
155HP,Bacteroidetes,0.17173,1
155HP,Firmicutes,0.05582,1
155HP,Bacteroidetes,0.07603,1
155HP,Bacteroidetes,0.88144,1
155HP,Bacteroidetes,0.31383,1
155HP,Bacteroidetes,0.04795,1
155HP,Bacteroidetes,0.28799,1
155HP,Bacteroidetes,1.1829,1
155HP,Bacteroidetes,0.01955,1
155HP,Bacteroidetes,0.03692,1
155HP,Bacteroidetes,0.04213,1
155HP,Bacteroidetes,0.10551,1
155HP,Bacteroidetes,0.12197,1
155HP,Bacteroidetes,0.48123,1
155HP,Bacteroidetes,0.24395,1
155HP,Bacteroidetes,0.51643,1
155HP,Bacteroidetes,1.07229,1
155HP,Bacteroidetes,1.30785,1
155HP,Bacteroidetes,0.26149,1
155HP,Bacteroidetes,0.33446,1
155HP,Actinobacteria,0.34755,1
155HP,Actinobacteria,0.32379,1
155HP,Firmicutes,0.18922,1
155HP,Firmicutes,0.10789,1
155HP,Firmicutes,0.07018,1
155HP,Firmicutes,2.27409,1
155HP,Firmicutes,0.00488,1
155HP,Actinobacteria,0.05339,1
155HP,Firmicutes,0.01102,1
155HP,Firmicutes,0.19507,1
155HP,Firmicutes,0.48384,1
155HP,Firmicutes,0.26836,1
155HP,Firmicutes,0.05063,1
155HP,Firmicutes,0.15619,1
155HP,Firmicutes,0.40048,1
155HP,Firmicutes,0.01143,1
155HP,Firmicutes,0.02748,1
155HP,Proteobacteria,0.35894,1
155HP,Firmicutes,0.28906,1
155HP,Firmicutes,0.9509,1
155HP,Firmicutes,0.3223,1
155HP,Firmicutes,0.06315,1
155HP,Firmicutes,11.4451,1
155HP,Firmicutes,0.13435,1
155HP,Firmicutes,0.32568,1
155HP,Firmicutes,4.47868,1
155HP,Proteobacteria,0.19511,1
155HP,Firmicutes,0.15728,1
155HP,Firmicutes,0.03975,1
155HP,Firmicutes,0.07544,1
155HP,Euryarchaeota,0.04299,1
155HP,Euryarchaeota,0.03279,1
155HP,Bacteroidetes,0.33665,1
155HP,Firmicutes,0.06625,1
155HP,Bacteroidetes,0.00448,1
155HP,Bacteroidetes,0.57844,1
155HP,Bacteroidetes,0.23491,1
155HP,Bacteroidetes,0.01145,1
155HP,Bacteroidetes,0.05554,1
155HP,Proteobacteria,0.02698,1
155HP,Firmicutes,1.22705,1
155HP,Bacteroidetes,56.94114,1
155HP,Firmicutes,0.02495,1
155HP,Firmicutes,0.28757,1
155HP,Firmicutes,1.24976,1
155HP,Firmicutes,0.53625,1
155HP,Firmicutes,0.00508,1
155HP,Firmicutes,0.11766,1
155HP,Firmicutes,0.00621,1
155HP,Firmicutes,0.18347,1
155HP,Firmicutes,0.64825,1
155HP,Firmicutes,0.7543,1
155HP,Firmicutes,0.08682,1
155HP,Firmicutes,0.42498,1
155HP,Firmicutes,0.75311,1
155HP,Firmicutes,1.15598,1
155HP,Firmicutes,0.02232,1
157HP,Verrucomicrobia,0.61666,3
157HP,Bacteroidetes,0.13714,3
157HP,Bacteroidetes,0.02657,3
157HP,Bacteroidetes,0.82915,3
157HP,Bacteroidetes,0.206,3
157HP,Firmicutes,0.0212,3
157HP,Bacteroidetes,0.00954,3
157HP,Bacteroidetes,5.58345,3
157HP,Bacteroidetes,26.12079,3
157HP,Bacteroidetes,0.00059,3
157HP,Bacteroidetes,0.02746,3
157HP,Bacteroidetes,0.25884,3
157HP,Bacteroidetes,0.00949,3
157HP,Bacteroidetes,0.94587,3
157HP,Bacteroidetes,3.57675,3
157HP,Bacteroidetes,17.31526,3
157HP,Bacteroidetes,1.69425,3
157HP,Bacteroidetes,0.97422,3
157HP,Bacteroidetes,0.66262,3
157HP,Actinobacteria,0.0186,3
157HP,Actinobacteria,0.05665,3
157HP,Firmicutes,0.0056,3
157HP,Firmicutes,0.03832,3
157HP,Firmicutes,0.0661,3
157HP,Firmicutes,0.15031,3
157HP,Firmicutes,0.17592,3
157HP,Firmicutes,0.75212,3
157HP,Firmicutes,0.00787,3
157HP,Firmicutes,0.07761,3
157HP,Proteobacteria,0.03564,3
157HP,Firmicutes,0.00669,3
157HP,Firmicutes,0.29063,3
157HP,Firmicutes,0.00279,3
157HP,Firmicutes,26.00352,3
157HP,Firmicutes,4.86643,3
157HP,Firmicutes,3.65218,3
157HP,Firmicutes,0.00189,3
157HP,Proteobacteria,0.2286,3
157HP,Firmicutes,0.03506,3
157HP,Firmicutes,0.02433,3
157HP,Euryarchaeota,0.00561,3
157HP,Firmicutes,0.05343,3
157HP,Bacteroidetes,0.19552,3
157HP,Bacteroidetes,0.22425,3
157HP,Bacteroidetes,0.22071,3
157HP,Firmicutes,0.45811,3
157HP,Bacteroidetes,0.10556,3
157HP,Firmicutes,0.86682,3
157HP,Firmicutes,0.43681,3
157HP,Firmicutes,0.07354,3
157HP,Firmicutes,0.01111,3
157HP,Firmicutes,0.17565,3
157HP,Firmicutes,0.46664,3
157HP,Firmicutes,0.01596,3
157HP,Firmicutes,0.02376,3
157HP,Firmicutes,0.00231,3
157HP,Firmicutes,0.37766,3
157HP,Firmicutes,0.01279,3
158HP,Verrucomicrobia,6.45334,3
158HP,Bacteroidetes,0.34204,3
158HP,Bacteroidetes,0.2637,3
158HP,Bacteroidetes,1.38467,3
158HP,Bacteroidetes,0.32505,3
158HP,Firmicutes,0.08422,3
158HP,Bacteroidetes,0.01417,3
158HP,Bacteroidetes,5.90886,3
158HP,Bacteroidetes,4.03854,3
158HP,Bacteroidetes,0.00112,3
158HP,Bacteroidetes,0.01194,3
158HP,Bacteroidetes,0.77501,3
158HP,Bacteroidetes,0.02646,3
158HP,Bacteroidetes,1.51466,3
158HP,Bacteroidetes,10.55488,3
158HP,Bacteroidetes,17.17059,3
158HP,Bacteroidetes,0.85342,3
158HP,Bacteroidetes,0.98052,3
158HP,Bacteroidetes,1.27974,3
158HP,Actinobacteria,0.00572,3
158HP,Actinobacteria,0.02521,3
158HP,Firmicutes,0.01249,3
158HP,Firmicutes,0.01019,3
158HP,Firmicutes,0.06451,3
158HP,Firmicutes,0.08657,3
158HP,Firmicutes,0.02099,3
158HP,Firmicutes,0.08331,3
158HP,Firmicutes,0.49894,3
158HP,Firmicutes,0.00503,3
158HP,Firmicutes,0.0021,3
158HP,Firmicutes,0.06895,3
158HP,Proteobacteria,0.04817,3
158HP,Firmicutes,0.00843,3
158HP,Firmicutes,0.23746,3
158HP,Firmicutes,0.00134,3
158HP,Firmicutes,36.73567,3
158HP,Firmicutes,1.79502,3
158HP,Firmicutes,2.66613,3
158HP,Proteobacteria,0.09008,3
158HP,Firmicutes,0.0669,3
158HP,Firmicutes,0.04813,3
158HP,Firmicutes,0.12654,3
158HP,Bacteroidetes,1.30033,3
158HP,Bacteroidetes,0.16862,3
158HP,Firmicutes,0.42112,3
158HP,Bacteroidetes,0.1756,3
158HP,Firmicutes,0.54715,3
158HP,Firmicutes,0.88787,3
158HP,Firmicutes,0.08271,3
158HP,Firmicutes,0.00072,3
158HP,Firmicutes,0.13787,3
158HP,Firmicutes,0.28022,3
158HP,Firmicutes,0.0178,3
158HP,Firmicutes,0.15721,3
158HP,Firmicutes,0.07541,3
158HP,Firmicutes,0.24191,3
158HP,Firmicutes,0.0383,3
159HP,Verrucomicrobia,0.02003,1
159HP,Bacteroidetes,0.13625,1
159HP,Bacteroidetes,0.18482,1
159HP,Bacteroidetes,0.2351,1
159HP,Bacteroidetes,3.94045,1
159HP,Bacteroidetes,0.05789,1
159HP,Bacteroidetes,0.21642,1
159HP,Bacteroidetes,1.29461,1
159HP,Bacteroidetes,0.87082,1
159HP,Bacteroidetes,0.90164,1
159HP,Bacteroidetes,0.2322,1
159HP,Bacteroidetes,0.16608,1
159HP,Bacteroidetes,0.00508,1
159HP,Bacteroidetes,8.2546,1
159HP,Bacteroidetes,1.40645,1
159HP,Bacteroidetes,0.00998,1
159HP,Bacteroidetes,0.04872,1
159HP,Bacteroidetes,1.75447,1
159HP,Bacteroidetes,3.19343,1
159HP,Bacteroidetes,0.26691,1
159HP,Bacteroidetes,0.52389,1
159HP,Actinobacteria,0.33745,1
159HP,Actinobacteria,0.10212,1
159HP,Firmicutes,0.66482,1
159HP,Firmicutes,0.16649,1
159HP,Firmicutes,0.09629,1
159HP,Firmicutes,0.04203,1
159HP,Firmicutes,6.35684,1
159HP,Actinobacteria,0.15221,1
159HP,Firmicutes,0.12467,1
159HP,Firmicutes,0.13379,1
159HP,Firmicutes,0.5758,1
159HP,Firmicutes,0.0247,1
159HP,Firmicutes,5.04955,1
159HP,Firmicutes,0.60738,1
159HP,Firmicutes,1.1439,1
159HP,Proteobacteria,0.55173,1
159HP,Firmicutes,0.47175,1
159HP,Firmicutes,0.89359,1
159HP,Firmicutes,0.19831,1
159HP,Firmicutes,0.1796,1
159HP,Firmicutes,12.26628,1
159HP,Firmicutes,0.01074,1
159HP,Firmicutes,0.01428,1
159HP,Firmicutes,12.11141,1
159HP,Proteobacteria,0.01625,1
159HP,Firmicutes,0.01101,1
159HP,Firmicutes,0.44639,1
159HP,Euryarchaeota,1.18812,1
159HP,Euryarchaeota,0.61975,1
159HP,Bacteroidetes,0.67134,1
159HP,Firmicutes,0.02152,1
159HP,Bacteroidetes,0.32603,1
159HP,Proteobacteria,0.03288,1
159HP,Bacteroidetes,22.2355,1
159HP,Firmicutes,0.07869,1
159HP,Firmicutes,0.11884,1
159HP,Firmicutes,0.48735,1
159HP,Firmicutes,0.27242,1
159HP,Firmicutes,0.01247,1
159HP,Firmicutes,0.00886,1
159HP,Firmicutes,0.27202,1
159HP,Firmicutes,0.23218,1
159HP,Firmicutes,0.57436,1
159HP,Firmicutes,1.85266,1
159HP,Firmicutes,0.0133,1
159HP,Firmicutes,0.01336,1
159HP,Firmicutes,3.4183,1
159HP,Firmicutes,0.00877,1
15HP,Verrucomicrobia,6.26271,1
15HP,Bacteroidetes,0.80749,1
15HP,Bacteroidetes,1.51271,1
15HP,Bacteroidetes,0.0572,1
15HP,Bacteroidetes,0.13198,1
15HP,Bacteroidetes,0.68663,1
15HP,Bacteroidetes,0.29611,1
15HP,Bacteroidetes,0.00206,1
15HP,Bacteroidetes,0.46529,1
15HP,Bacteroidetes,0.00455,1
15HP,Bacteroidetes,0.51429,1
15HP,Bacteroidetes,0.232,1
15HP,Firmicutes,0.02473,1
15HP,Bacteroidetes,0.12259,1
15HP,Bacteroidetes,0.60131,1
15HP,Bacteroidetes,0.1177,1
15HP,Bacteroidetes,0.13993,1
15HP,Bacteroidetes,0.61947,1
15HP,Actinobacteria,1.30949,1
15HP,Actinobacteria,0.07678,1
15HP,Firmicutes,3.80367,1
15HP,Firmicutes,0.92378,1
15HP,Firmicutes,0.15065,1
15HP,Actinobacteria,0.09796,1
15HP,Firmicutes,0.50919,1
15HP,Firmicutes,0.48494,1
15HP,Firmicutes,0.00054,1
15HP,Firmicutes,0.38399,1
15HP,Firmicutes,0.56609,1
15HP,Firmicutes,0.00114,1
15HP,Proteobacteria,0.08512,1
15HP,Firmicutes,1.8823,1
15HP,Firmicutes,0.06059,1
15HP,Firmicutes,0.1054,1
15HP,Firmicutes,0.06976,1
15HP,Firmicutes,10.17933,1
15HP,Firmicutes,0.08937,1
15HP,Firmicutes,0.14972,1
15HP,Firmicutes,2.77858,1
15HP,Proteobacteria,0.00979,1
15HP,Firmicutes,0.01604,1
15HP,Firmicutes,0.01221,1
15HP,Firmicutes,0.02209,1
15HP,Euryarchaeota,0.00388,1
15HP,Bacteroidetes,0.26162,1
15HP,Firmicutes,0.0252,1
15HP,Bacteroidetes,0.08697,1
15HP,Bacteroidetes,0.03977,1
15HP,Bacteroidetes,0.26831,1
15HP,Bacteroidetes,0.01675,1
15HP,Bacteroidetes,0.05195,1
15HP,Bacteroidetes,0.42868,1
15HP,Firmicutes,5.10285,1
15HP,Firmicutes,0.08337,1
15HP,Firmicutes,0.30515,1
15HP,Firmicutes,0.00182,1
15HP,Firmicutes,0.09562,1
15HP,Firmicutes,0.01235,1
15HP,Firmicutes,1.47275,1
15HP,Firmicutes,0.40612,1
15HP,Firmicutes,0.3238,1
15HP,Firmicutes,2.08507,1
15HP,Firmicutes,0.00373,1
15HP,Firmicutes,19.51413,1
15HP,Proteobacteria,0.02878,1
15HP,Firmicutes,0.00348,1
160HP,Bacteroidetes,0.03068,2
160HP,Bacteroidetes,0.23767,2
160HP,Bacteroidetes,0.07271,2
160HP,Bacteroidetes,0.14457,2
160HP,Bacteroidetes,1.60194,2
160HP,Firmicutes,0.02206,2
160HP,Firmicutes,0.15845,2
160HP,Firmicutes,3.88484,2
160HP,Proteobacteria,77.3253,2
160HP,Firmicutes,0.0338,2
160HP,Firmicutes,0.03049,2
160HP,Firmicutes,0.3516,2
160HP,Firmicutes,1.2808,2
160HP,Proteobacteria,6.89796,2
160HP,Bacteroidetes,0.25671,2
160HP,Bacteroidetes,0.30164,2
160HP,Bacteroidetes,0.50233,2
160HP,Bacteroidetes,2.52771,2
160HP,Firmicutes,0.65278,2
160HP,Firmicutes,0.1553,2
160HP,Firmicutes,0.47296,2
160HP,Firmicutes,0.36548,2
160HP,Firmicutes,0.20284,2
160HP,Firmicutes,0.36125,2
160HP,Firmicutes,0.96644,2
160HP,Firmicutes,0.40742,2
160HP,Firmicutes,0.33414,2
160HP,Firmicutes,0.01622,2
162HP,Verrucomicrobia,0.06227,3
162HP,Bacteroidetes,0.2605,3
162HP,Bacteroidetes,0.06094,3
162HP,Bacteroidetes,0.15418,3
162HP,Bacteroidetes,2.50391,3
162HP,Bacteroidetes,0.12845,3
162HP,Firmicutes,0.0039,3
162HP,Bacteroidetes,0.66207,3
162HP,Bacteroidetes,0.46708,3
162HP,Bacteroidetes,0.00365,3
162HP,Bacteroidetes,0.36175,3
162HP,Bacteroidetes,0.79254,3
162HP,Bacteroidetes,0.08941,3
162HP,Bacteroidetes,3.84884,3
162HP,Bacteroidetes,0.92142,3
162HP,Bacteroidetes,1.07857,3
162HP,Bacteroidetes,2.27198,3
162HP,Bacteroidetes,0.11732,3
162HP,Bacteroidetes,0.21222,3
162HP,Actinobacteria,0.00107,3
162HP,Firmicutes,0.32001,3
162HP,Firmicutes,0.09653,3
162HP,Firmicutes,0.60594,3
162HP,Actinobacteria,0.16333,3
162HP,Firmicutes,0.09718,3
162HP,Firmicutes,0.34021,3
162HP,Firmicutes,4.2218,3
162HP,Firmicutes,0.24668,3
162HP,Firmicutes,0.33097,3
162HP,Firmicutes,0.00475,3
162HP,Proteobacteria,0.11121,3
162HP,Firmicutes,0.71393,3
162HP,Firmicutes,0.24792,3
162HP,Firmicutes,0.15749,3
162HP,Firmicutes,7.35022,3
162HP,Firmicutes,0.00599,3
162HP,Firmicutes,0.30564,3
162HP,Firmicutes,6.36236,3
162HP,Proteobacteria,0.01461,3
162HP,Firmicutes,0.0791,3
162HP,Firmicutes,0.04881,3
162HP,Firmicutes,0.27857,3
162HP,Euryarchaeota,0.41874,3
162HP,Euryarchaeota,0.13626,3
162HP,Bacteroidetes,0.50683,3
162HP,Firmicutes,0.00765,3
162HP,Bacteroidetes,0.0112,3
162HP,Bacteroidetes,0.03129,3
162HP,Bacteroidetes,0.68325,3
162HP,Bacteroidetes,57.66506,3
162HP,Firmicutes,0.18876,3
162HP,Firmicutes,0.46653,3
162HP,Firmicutes,0.95918,3
162HP,Firmicutes,0.1453,3
162HP,Firmicutes,0.55059,3
162HP,Firmicutes,0.16424,3
162HP,Firmicutes,0.51672,3
162HP,Firmicutes,0.05716,3
162HP,Firmicutes,0.05581,3
162HP,Firmicutes,0.84968,3
162HP,Firmicutes,0.0075,3
163HP,Verrucomicrobia,0.17344,1
163HP,Bacteroidetes,0.15355,1
163HP,Bacteroidetes,0.7426,1
163HP,Bacteroidetes,0.1463,1
163HP,Firmicutes,0.11578,1
163HP,Bacteroidetes,0.06858,1
163HP,Bacteroidetes,0.85465,1
163HP,Bacteroidetes,0.0168,1
163HP,Bacteroidetes,0.11439,1
163HP,Bacteroidetes,0.31758,1
163HP,Bacteroidetes,0.69152,1
163HP,Bacteroidetes,0.07579,1
163HP,Bacteroidetes,0.00581,1
163HP,Bacteroidetes,0.61389,1
163HP,Bacteroidetes,0.49922,1
163HP,Bacteroidetes,0.01163,1
163HP,Bacteroidetes,0.0215,1
163HP,Bacteroidetes,0.91572,1
163HP,Bacteroidetes,0.21551,1
163HP,Bacteroidetes,0.00886,1
163HP,Actinobacteria,0.22007,1
163HP,Actinobacteria,0.72131,1
163HP,Firmicutes,0.50925,1
163HP,Firmicutes,5.05867,1
163HP,Actinobacteria,0.37596,1
163HP,Firmicutes,0.01235,1
163HP,Firmicutes,0.77712,1
163HP,Firmicutes,1.48176,1
163HP,Firmicutes,0.01576,1
163HP,Firmicutes,1.45752,1
163HP,Firmicutes,1.20006,1
163HP,Firmicutes,0.58606,1
163HP,Firmicutes,0.00211,1
163HP,Firmicutes,0.00528,1
163HP,Proteobacteria,10.50372,1
163HP,Firmicutes,1.68044,1
163HP,Firmicutes,0.30219,1
163HP,Firmicutes,0.6681,1
163HP,Firmicutes,0.34593,1
163HP,Firmicutes,13.09787,1
163HP,Firmicutes,0.38928,1
163HP,Firmicutes,1.51668,1
163HP,Firmicutes,8.49734,1
163HP,Firmicutes,0.00968,1
163HP,Firmicutes,2.11713,1
163HP,Firmicutes,0.05358,1
163HP,Euryarchaeota,0.63524,1
163HP,Euryarchaeota,0.16297,1
163HP,Bacteroidetes,0.39069,1
163HP,Firmicutes,0.27549,1
163HP,Bacteroidetes,0.29386,1
163HP,Bacteroidetes,0.50033,1
