SampleID	ko00010	ko00030	ko00040	ko00051	ko00052	ko00053	ko00061	ko00071	ko00121	ko00130	ko00190	ko00230	ko00240	ko00250	ko00260	ko00270	ko00290	ko00300	ko00330	ko00340	ko00360	ko00400	ko00430	ko00440	ko00471	ko00473	ko00480	ko00500	ko00510	ko00511	ko00520	ko00521	ko00531	ko00540	ko00550	ko00561	ko00564	ko00620	ko00626	ko00630	ko00640	ko00650	ko00670	ko00680	ko00720	ko00730	ko00740	ko00750	ko00760	ko00770	ko00780	ko00785	ko00790	ko00860	ko00900	ko00908	ko00910	ko00920	ko00970	ko01051	ko01053	ko01055	ko02010	ko02020	ko02030	ko02040	ko02060	ko03008	ko03010	ko03013	ko03018	ko03020	ko03030	ko03060	ko03070	ko03410	ko03420	ko03430	ko03440	ko04112	ko04122	ko04141	ko04626	ko04910	ko04974	ko05120	ko00280	ko00310	ko00362	ko00450	ko00600	ko00660	ko01040	ko04146	ko00140	ko00311	ko00020	ko00100	ko00590	ko00633	ko00906	ko00710	ko00523	ko00562	ko00983	ko00350	ko00364	ko00627	ko00791	ko05016	ko05100	ko05142	ko05150	ko00281	ko00625	ko00960	ko00361	ko00950	ko03015	ko03022	ko03050	ko00624	ko00363	ko04210	ko04621	ko05111	ko05131	ko00621	ko00472	ko00380
kazan5500_2015_06_20_1_L01_52HP_F3	81.8160355792	85.3011215543	39.8668438232	58.5783355195	41.3934655761	14.3663112385	64.3395081536	17.3843488267	197.2968401468	5.8897681142	24.0781628306	55.041801219	64.6626403631	NA	62.0662504507	70.1138816397	191.0629627236	86.628780095	47.4603534576	47.7072559793	14.5639887855	54.5709435102	NA	NA	95.5666621344	64.8829658095	19.1417151266	47.0002096353	5.4043882784	39.0083022003	52.3264096646	107.4782824323	NA	34.2617650633	68.7701678566	NA	28.095266621	80.2879464348	NA	33.0706857073	35.2256214267	39.2034844099	NA	30.2155492136	80.3820054247	78.4751740125	44.1833225129	76.2061971573	41.6908191893	95.8063451402	43.7778868081	16.4859261767	30.5860175436	8.2098166281	48.9286051663	40.1294469349	34.7191275459	NA	136.8813617661	231.8472894148	1.5124744827	212.2338366018	15.2644387869	9.1611568676	NA	19.6485946954	5.6002744075	NA	154.7767332046	0.8438392497	48.2998695724	54.0297277746	44.0430339313	55.2256691633	30.4938292992	37.7101260303	40.2946997185	54.9983202544	58.4976117148	84.5537039894	26.6397472325	2.1672838953	25.7558481131	NA	2.7007411932	6.1465956026	NA	10.6726652097	8.3389632993	75.8247107553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5567024764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_53HP_F3	232.5054656061	319.6987663597	259.9943822182	258.4966654314	210.5151118976	60.6496155102	224.9383778039	NA	554.7043545493	72.4732470153	104.1217869289	161.3978690155	203.6820706626	449.715801985	218.6014024814	197.2096308466	392.0471660636	258.369507514	170.3282335875	324.2606593634	78.300804746	196.358498482	NA	51.5055996613	438.9401667757	223.5492936537	114.0675602381	173.6024111265	14.7655189733	643.2294338986	282.3582997789	314.8948426387	274.6532194553	238.6270667884	277.1940784531	NA	59.4455473471	231.5774735569	78.2569486332	158.9746101941	106.3913410914	126.0763469899	364.426423997	114.399051892	289.4343890644	268.4094378026	180.4502846104	262.3596199176	211.9048571341	332.8313299352	290.4676765596	462.0414539473	246.0600122289	78.7944054642	205.6468562366	157.7782996142	139.786020769	NA	270.4053299842	967.5837325468	NA	670.2975629026	62.3251932875	32.8781017043	NA	4.408503699	7.2833772727	8.2046732787	294.3944965442	7.4470934052	141.5782001943	219.395450629	179.8975877602	203.9509279734	105.7109417762	154.8337195702	131.5460354593	228.3025062119	206.6143451269	244.4192441401	97.6085364756	13.2993372875	35.4791111382	18.0879941854	34.6397966202	29.693241113	76.8963818438	31.9539458545	6.6932205475	NA	NA	NA	NA	62.6712632985	13.9059981009	42.3249941755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_54HP_F3	113.0156757203	149.838191539	117.5214841479	118.811927736	92.6421664048	34.3502174964	102.3297312064	33.8111243228	274.1656062641	36.891101914	51.2871069387	77.7570604037	98.1417789288	223.9425987444	104.6186933452	96.5355845428	204.8559471995	118.4861323221	78.9011215105	147.6378543393	38.92609339	93.3153120265	90.1301663023	20.7189293607	189.1619517972	102.6324235701	48.6164921988	83.1981946262	4.9613528477	246.4732940092	137.8053020939	173.5619451988	113.1427603831	105.5359066455	126.7519621777	NA	32.1020633757	116.9673069183	29.2038794387	78.2932248466	49.8337942914	59.0515789982	173.5578907752	56.4608214394	135.3844608482	111.5115798993	79.9144193605	116.2867097918	89.5425960325	158.9783441587	128.7835047192	187.2173362023	110.3266859195	34.4981991071	97.028211874	73.906069144	67.0410107084	NA	146.1357292307	418.0604681333	NA	478.8445939759	32.8014434225	16.2832977634	NA	4.3272707787	NA	3.6444939865	164.7636500737	4.2739263134	66.7645362775	107.3515068596	83.3968095023	108.6768621325	57.6198715297	74.9979242941	62.4442363894	104.1429861305	95.3225936941	113.4413978074	39.3381347912	7.5750195275	21.6530918498	8.2961912601	14.6192533674	12.8743280195	38.1215529179	14.2439239483	3.7125323989	NA	NA	NA	NA	29.6557244303	5.131142125	22.0154611865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_55HP_F3	95.314064051	124.8356948391	62.87592878	79.7577333237	73.5569206452	10.2456335349	88.6005843393	26.9135917652	238.6583687234	15.8001366792	31.2843004017	65.4670525868	77.8282451804	156.7932863527	75.2596823377	88.971259202	184.1289779604	117.3581212215	60.8857030449	91.752300313	20.8693361846	76.4749059304	54.5995835888	8.3710362637	135.518871836	76.916741119	29.7970964506	67.7999482792	4.7538936168	124.0935761917	80.6257843227	138.2974061329	53.4693982122	47.8821611555	101.4549062618	NA	41.3624508455	90.3523029228	17.8823153935	51.235877848	42.9718139899	43.0094069471	129.230606501	38.2083956892	88.9832991985	118.2452174895	69.6401987787	102.8548998559	62.8965378874	118.7483016734	81.3369356281	53.5716874043	51.9692426672	29.1833165632	75.8380022035	47.8446970886	41.6466392781	NA	147.3759328632	390.2420906878	9.5787541077	334.8920423633	34.4627529131	17.0141960104	84.8956357022	50.7165872424	10.4031555977	3.174909451	159.5002081567	2.8571904294	55.1836735299	82.494052089	59.2983790103	84.8128332615	51.7976641134	56.5089352765	54.8841467516	82.7068476863	79.4787881131	107.2714035144	50.0517168038	4.584741507	23.9352599123	9.8791745855	4.6707132218	7.8891785111	NA	11.388896848	9.2164215698	104.8501397467	NA	NA	NA	14.5180128216	2.7953868508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_56HP_F3	91.7494651279	119.6824821308	65.3391156407	80.1299039374	66.7471009508	12.9592780211	78.2990368006	21.8232536508	267.2951479113	17.4558689676	32.3990853469	60.9669512127	72.6183082915	150.5696479323	71.7758286425	79.1820351011	162.9080365464	96.9940899134	57.5560071957	82.7882280649	20.1586271142	63.206147227	54.3142205535	9.5091610703	134.9510146656	64.7338461488	30.3278485593	63.2946795888	3.5725174129	157.8305152547	76.1021655233	119.9321889801	63.9791368416	53.6516146176	85.5159336699	NA	36.372759642	84.4915121323	22.3687075866	52.3441053465	40.1306184002	40.3905862837	128.6725895261	39.4855567704	93.0935878008	105.2864499084	60.933915695	107.0268101284	62.1453321672	106.3506824364	80.0031668555	84.4924819255	75.8090412981	24.7409977186	69.9468660391	47.0510840767	44.1381020972	62.2453906707	123.8404717252	426.1537951121	4.7880892106	284.3828865185	26.3464740728	12.6692216381	NA	25.8789555073	5.2981149958	2.2187088175	150.9097995782	2.91436194	53.6156485428	81.7077062925	59.0963536967	66.5771425438	46.7039761764	53.0502715331	47.2762809713	75.9311147517	74.0245114194	94.1625665799	42.1783981544	3.5814455918	20.3807491483	8.5950064689	6.5011551972	8.9977299351	NA	9.5234043382	6.7751872211	NA	NA	NA	NA	15.1188910611	1.4869346033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_57HP_F3	153.6818633502	179.4573211792	119.09690029	127.9177329221	105.7077459856	30.9822464805	135.7675656643	25.225145608	178.3171123786	29.1460899714	55.4914673043	113.6403001713	141.2384854681	NA	120.6453212266	143.9649766963	397.7860606685	191.34692331	99.3570608155	95.1118389173	33.4635813576	116.1344404302	110.4944767656	1.3884317381	245.1070916698	202.1354413262	37.4200796556	107.7668532147	16.0319457516	107.6158432454	121.8649902373	381.3507480622	NA	106.3619410472	183.8251113059	NA	40.3535966963	148.3574994673	26.0809708011	50.3093000311	56.3820916493	81.6490173484	NA	59.9983522336	176.5629739128	195.4820725747	116.0863127314	146.1197634873	87.0850423219	175.1964754856	97.4241824183	17.9673099523	76.8949762742	22.6289977906	116.0814952431	54.040744528	74.7580182309	NA	290.970860083	379.715014117	1.4791363739	955.1130607028	24.003296557	13.051645101	NA	19.7985983599	6.3069915962	4.4840351556	348.0322634562	1.6463815595	97.9495073474	100.0339672706	72.019762004	128.0962116258	66.8892834378	65.549221012	82.9507028747	99.2915538368	117.0198356438	191.5443438255	35.242770313	4.858638706	46.5974050505	12.1037075819	7.7756488918	12.3174387482	NA	NA	7.0492687168	NA	NA	NA	NA	18.0044558886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_59HP_F3	257.9668806585	331.3564930358	171.4707541855	238.4010897198	217.3222774781	73.0035578706	205.3448920764	79.1579511119	527.5531418784	75.4608542602	69.2128460789	150.4620170865	169.1607910836	310.2040993173	195.498607222	206.4779314938	397.8172509303	252.1088672948	144.1470287861	209.7250464677	80.4286298349	175.0081278496	146.2742814267	39.6209143319	335.4597960899	250.0844870862	135.4088340266	197.5135704495	5.9517832537	393.0163335117	203.0766418601	231.574648876	166.3940763522	170.2814255166	264.8947769078	70.3737574565	119.3003789234	220.5093190764	36.7178077293	193.9838583834	120.8503313391	123.7721196162	265.8619062022	94.9455201968	192.9988211287	273.9536397507	196.123717307	225.2736407088	196.9253504538	273.6963143058	308.4562956866	223.2866260855	210.2599014669	94.9889925349	198.3677079025	108.8447902555	129.8006160952	182.7537772711	266.046723009	1064.4687070382	26.8046082773	552.3768029053	135.4878787922	81.9704894933	265.8197923959	140.9499917247	94.2106427201	6.8986664373	270.2294811888	11.6495385848	115.4115219554	165.9719159114	153.5789321886	194.72193662	144.8491780372	143.7362958416	114.5905308369	201.0209684914	171.3487272962	225.8289360475	210.8829479029	11.83458585	48.3527347723	28.3922793976	13.5458017247	28.9588234399	NA	54.0365901841	29.7438732923	253.0938327134	NA	316.601620369	38.0369444463	NA	13.7626314396	34.4555555881	193.8703799516	NA	NA	50.0096924296	NA	344.9981006306	NA	NA	NA	NA	24.9935452081	31.7382007444	7.626852475	4.4471114209	6.1204382449	1.3542088958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_35HP_F3	175.8675392985	254.7001251536	71.6530137069	154.6778851982	161.5910332259	14.538956396	155.9440204962	46.9840777071	365.1708535408	22.264392741	50.1118980084	125.5693020484	150.5953827881	275.4808979386	146.4071494341	168.4850237779	386.4833154842	268.7023464566	115.0482271926	227.3711013132	34.6674616376	178.6094118575	97.3935997735	4.4357306807	279.1262093587	179.7548809077	62.5650840107	161.9647192878	2.0445090991	119.0180367158	150.6792668992	152.0471429574	33.1417966133	28.7312774616	212.5029935273	NA	113.196722263	150.013831151	15.7494343274	98.270036899	78.1783219457	73.8113816411	248.6574965174	69.8303588563	125.1831647864	325.5266949962	162.6604628698	220.0756607204	143.5604169682	282.3756718101	166.7147358061	50.9670350797	67.1699647427	91.400795855	172.8354497957	79.2547455395	70.3581003943	NA	279.1649086377	1000.6543957823	20.9149754726	325.1975414898	95.3123361459	57.144960367	423.3511975069	261.7386520876	61.606589162	6.7987060648	264.452297287	8.2207002167	101.0088849863	159.7437599322	146.74177846	172.5113723851	77.0535586343	122.7339770955	116.2348855251	211.0901972057	178.2849408741	226.0975167789	178.5143333073	5.4448559354	45.8290527404	21.2243364369	2.2684283683	20.8554364242	50.2805664773	23.1229442666	18.1893387117	246.7322038678	48.9662284201	274.6348827833	28.9038316649	29.5891329324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_48HP_F3	47.6251506759	57.5702114459	31.8203637015	35.9842027359	27.9371839466	10.6330372326	30.9196930214	10.8575573421	113.4920712922	0.9654804435	12.5498237285	28.1102133692	33.112536967	NA	33.2957474709	36.8946850332	107.3898282316	40.9114351763	23.8604120336	30.2172909473	4.6109519889	22.5995438273	20.9374883396	NA	33.0394265456	20.6231891069	NA	29.039010695	1.1779060233	36.4463642119	34.8986850442	77.1713554312	NA	11.2841058304	28.3827549533	NA	20.3318257582	45.7517249273	7.9246447073	19.2937309309	18.1160409119	19.9836340258	NA	17.6145693532	34.6966806009	46.3044219447	27.9672329174	37.4278982293	20.4478967464	50.4587307596	10.5820989747	10.6857185549	13.0901088781	4.9414878266	21.2715302301	16.8814150657	17.4607689352	33.0889447191	74.9694615057	180.487290982	3.3181636171	177.2100745782	14.0219783728	4.6126902462	NA	NA	2.066575752	0.6342925893	91.7696505316	0.8739514771	25.9217643176	39.9719391024	21.9148139088	27.3345633071	25.543637105	24.1591693291	23.4471251872	28.0067888414	30.7812291228	49.9692050424	14.1487749347	1.7708670813	13.4038328742	4.4323173614	1.3460563439	2.9681831538	NA	NA	6.5455173879	NA	NA	NA	NA	5.0792641031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_49HP_F3	110.2094416441	135.22568046	66.1402074385	90.1240867167	76.4487437961	21.9479864858	91.7990393386	25.1072323359	285.074378339	18.4747836906	36.9125900469	67.9525613659	84.5110366584	175.6674568955	82.4918373948	91.2372189936	216.9654372835	101.7238742808	64.6547229163	100.2553465316	20.5358765713	73.9334486986	65.0055613959	9.3945484965	125.9410462636	70.7984044005	36.7918971502	71.1576507321	3.4696324366	151.7424849408	88.8886050782	201.9058675744	53.23168894	56.7904451654	87.156507028	NA	31.9967298925	109.1953894905	27.7839743445	57.0308184831	49.5212291017	50.6521170003	133.7563317787	45.3876550534	103.6283120809	120.6007768795	64.4922322964	98.8763276829	64.5147293957	120.4006512006	81.37046669	87.8536804882	60.8697944646	22.684510119	76.9024786084	40.1610558259	50.5719320417	NA	166.1393952226	459.1748381571	5.0612803958	464.0164247807	35.4614674166	14.9669795543	NA	20.7880749554	6.8785860357	1.8260076818	158.0430497082	3.0763315951	62.5264006465	92.5080480538	58.7543223792	72.7317313103	53.7555354473	50.286390371	56.0150587235	75.622346052	87.9827327154	107.1035774379	40.1772281274	4.1432223562	26.3050097876	9.7955786378	5.6267336526	10.3683901074	29.4702537721	13.5230191371	11.7927601415	123.3495524976	NA	NA	NA	19.5664156712	3.2152227179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_60HP_F3	40.3700418831	53.5917089786	22.1348200216	31.1140742394	27.522202132	5.8676355348	30.118870272	11.3654819973	191.5016841124	1.1881589464	10.7423319647	22.7118507365	28.9553167881	NA	28.2057941603	30.2728236329	89.236863743	40.5108599842	21.4491599103	30.2797648738	5.1709543133	18.2443945576	25.7832349028	2.9248454908	35.2085221601	20.3504102564	NA	23.7106949797	1.303733581	44.1978998726	30.5308538219	41.0868415438	NA	8.9389022093	28.7300461622	NA	19.4920925312	37.5231321126	NA	17.8058235433	18.5168259562	18.0190537407	NA	16.1807161227	29.7352527922	37.6209981392	21.8034974012	27.3721510087	17.25245911	50.5257723556	17.3263645301	11.2941822499	19.0755829647	4.8115338755	21.5999037404	12.4252544149	15.8976550696	NA	61.3063814582	216.4051100018	1.3665372161	108.9379008953	10.9827748942	4.4612972182	NA	6.2528337178	NA	0.9103726111	65.1885887952	1.2295899052	21.9558593719	32.1810299299	22.298007577	22.5520437061	19.2309967587	17.3878369265	19.7954419816	26.897290728	29.9043508593	38.342919353	19.9662908282	1.8956533271	11.0480491564	4.431229278	1.986224386	3.036529093	NA	5.2081408994	4.7446393359	44.0036291858	NA	NA	NA	5.1682462304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_61HP_F3	97.7101837399	130.9815658222	52.6490560892	82.9998207261	73.9771020348	10.8827111757	77.1922291011	22.5960528722	272.6298674516	8.7576551912	28.171960512	60.5143050114	74.0763367826	143.6272481972	72.5726471799	84.391346009	190.0379594226	109.2813708779	57.4342184723	94.6386052513	17.636528465	77.2904709511	46.9984879199	6.6531220275	97.3038243875	60.2290870279	27.0337476633	72.0830162629	1.5994272071	96.0579037346	75.3429660371	99.0305781925	33.5192578145	28.6728906209	84.9830446158	NA	48.5300271581	88.0827404986	14.0430141924	54.2204829115	42.6995927578	39.7684928848	113.9324824699	38.7646171964	74.3365999807	118.7782341062	62.3774677924	86.3823738811	54.80406917	124.1166472899	72.5257668639	49.0754258382	47.899540555	28.3702144438	71.5394767547	32.4597347948	39.0256092524	NA	136.1070689546	443.6939751404	8.1973942764	202.5036669904	37.7098559221	16.9613792387	90.9512368097	58.8325602189	16.2846567458	2.7488447414	152.6383791595	3.1194576467	49.8498633031	77.1540838995	57.1636913708	68.4646197289	48.9054453958	51.6729547733	50.2064725803	75.5582840608	76.1804067268	97.0770562777	58.2845262731	2.782217851	25.7723838441	10.1358017241	3.4068359249	8.8100514673	NA	11.4990165295	10.4436999842	109.349854223	NA	NA	NA	14.2186426116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_62HP_F3	95.5022139016	144.414056007	49.6960649821	79.3432534151	85.5201102331	13.1573444401	86.6083692124	25.474685766	185.804371847	8.7016876465	27.073150523	66.9152413786	83.4955270934	NA	74.237176207	92.9285978983	219.0751893526	146.5111968546	63.9058477101	114.6553762331	14.6752706642	88.4281232449	NA	4.9461727354	141.2378940972	79.9383965397	33.4296348229	87.4105115528	NA	57.8840972883	81.4929850829	79.1164335085	NA	10.3028995082	106.895125654	NA	60.5219937938	86.4099149178	NA	51.1245347382	38.856458249	42.4645067278	120.7809026266	36.6494486961	69.1974146424	165.0844100299	94.1040849141	109.1615859884	68.8744421398	147.0842744689	85.8116480512	14.1250759414	36.3104715778	40.5541675223	80.7775169791	35.7119960449	37.0325950729	NA	151.5613390473	584.4421449572	11.4014014497	204.1725688597	50.5610863948	26.4224571846	187.6602732008	112.6704169791	31.8827813767	2.9320080239	145.5496010086	4.2077453987	54.5179814325	84.3832147447	77.5659775453	78.6112614699	53.2597918107	64.8600735837	57.8107089737	107.3620679185	97.82999888	113.3512508639	98.7382287077	2.5662476494	23.6582388641	11.7083087056	1.7656425278	10.2592540896	NA	17.792002057	11.4578497392	125.1786296685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_64HP_F3	61.3408348436	65.2556912227	29.9425109223	43.9479697042	32.4584140145	12.2617567566	41.3406549627	8.1780062635	130.2765163989	5.7202541932	18.3780245102	42.6959058504	51.74528184	NA	41.0067689538	50.2190862356	169.6848063234	64.139823107	36.8887378568	31.1344965456	NA	38.1917473418	46.3016384123	NA	68.734021497	65.253880571	14.3724459308	35.3830138122	5.7824088539	29.2286614725	40.8756262501	130.6554604949	NA	21.7106569808	49.5276408649	NA	16.2156596146	60.3236474448	NA	18.8117952559	20.927096341	NA	NA	NA	62.3069991285	68.1286403455	26.7032127905	47.2610886476	27.0490941571	68.8445739384	36.0574911119	NA	21.4013263112	4.2555620489	35.3903759223	19.4012122331	25.6827589288	NA	113.2265709382	187.097661671	NA	309.4048769372	8.1881699624	4.7924079341	NA	9.6614374489	NA	NA	148.7040781064	0.8558359758	38.309826371	37.7014509539	28.1003512063	46.961004036	25.5765958482	21.3058696004	28.0850104755	34.8538759618	43.1770487487	60.2184200849	10.919012221	NA	20.0366017339	NA	2.3847472192	4.678912844	NA	NA	3.5098244237	59.1327916924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L02_65HP_F3	75.6352689615	71.5878457722	39.5909102585	57.8549975357	NA	14.4653379228	56.8982187338	9.3956370955	30.7529682225	15.653780859	19.1609181305	51.482497564	62.7673537772	NA	NA	60.5387355399	202.7280549346	76.5129918036	43.0248064453	33.3160773615	NA	52.654210792	NA	NA	83.9843561099	99.480424653	NA	38.4929444918	6.9653523284	41.1323140326	50.4006594819	154.0174216897	NA	36.033188382	70.8575365086	4.9408986295	14.3099110302	67.9754142023	NA	NA	NA	NA	83.4120422608	27.9943557238	NA	85.3843852263	38.4526822243	68.5853079099	39.9934919511	84.1611409232	33.6534107605	NA	21.9353398178	NA	45.8515741565	28.0768552833	32.2956717269	NA	135.4192091448	169.8821435401	NA	419.5103631696	5.2013923519	4.5809994679	7.5733933281	NA	NA	NA	160.9626217212	NA	48.8014376887	42.0695604318	22.8839312282	54.5199280809	27.7565727097	26.5924595087	32.9632353154	26.8637960051	47.8794586454	62.1953617544	9.3115325466	NA	21.8386112697	NA	3.1237267173	6.3480895292	NA	NA	1.3914875728	NA	NA	NA	NA	NA	NA	NA	94.2864994313	NA	2.6449897707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_09_22_1_L06_55HP_F3	110.9203816054	146.983707136	70.9772252182	95.8134571273	84.1867014048	12.1298215061	111.9044090874	30.4892747744	235.8681695538	19.6216466659	40.1107862115	76.0419340662	95.2922370538	185.0355502304	89.7644048794	104.3709629679	226.422510372	139.4356403761	71.7938169086	119.7500713453	23.8595896691	90.9894645986	68.6771147753	9.7420314886	156.4342205751	91.4903255469	39.0036806906	81.3684767999	6.0279944862	156.8654586937	94.0131876314	166.2160470485	67.5534653049	59.6144623942	119.046238035	NA	50.1623664254	106.533030095	25.2262239587	62.2634458949	51.8666028078	49.8632758249	160.1539299205	47.2709486033	110.260368957	133.5867230116	88.7160363196	119.4503499383	78.8671183715	145.9782585011	97.669055322	55.8990220684	71.582644297	36.1900782616	93.8268964165	55.5921419935	48.5757172012	NA	170.54922725	468.8581378246	9.3526422459	435.2139886201	42.7063959323	20.9686444157	101.0704616834	55.971312145	11.4604356587	4.4280691495	193.5739918436	3.8189456273	66.316267608	97.2814083508	77.0182219878	100.2096446385	61.4536604037	65.4281794049	61.5660623923	100.1601038228	99.1579993411	132.0106697629	62.05662703	5.6062659827	27.9376474519	11.5885898025	5.5454561643	10.6873505524	NA	14.2421214995	11.5015832833	128.1123293824	NA	NA	NA	20.4964402359	3.2285672093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_11_27_1_L02_51HP_F3	199.6019304218	249.922646725	51.4804934384	136.3878573571	110.1273493703	17.1445116018	109.8927242768	73.0309886773	476.7811012104	10.5349255504	48.006865919	116.4196089467	135.4124508576	NA	129.726188387	178.8643471305	495.1273968906	209.4044942892	100.106965634	111.5113016133	14.4621417847	106.2051209291	64.766426931	6.4655842732	106.7609362204	61.7899198976	52.9505667912	114.175510319	NA	78.3938915063	124.9006024845	241.842179247	24.2611317238	16.8452665094	107.3304105014	31.3308672386	92.0929782182	187.7973135193	NA	100.5853162045	92.2202439043	79.2503752334	165.0487967887	72.5375991679	122.0225147834	247.9065369455	70.8794468914	154.9642496923	77.8067533843	240.1888844553	60.2073192981	46.9790851245	59.7406679031	24.6943535817	106.4876304516	28.2097205957	65.2828823423	144.5715749959	353.5050717496	779.9788110221	NA	622.3359010312	69.545434383	18.2357694705	NA	NA	36.935954332	2.7347173799	393.2726974604	2.4969122152	104.7098128673	152.4930339392	80.2378123443	88.570444494	92.7155375331	77.8137828879	87.1150259491	103.1686688919	114.2569247013	196.6590252947	75.8037243281	4.3521188222	59.6285340113	17.4883836394	1.1796086624	16.0497353203	35.7789854411	NA	35.1189405183	258.1896807024	23.9595041112	206.5227106916	23.5426079344	NA	NA	NA	NA	3.5021819095	NA	15.4570748545	NA	NA	NA	NA	NA	NA	NA	3.8878315064	NA	0.6373864102	NA	0.3637760875	NA	NA	NA	33.1792029827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
