	alien-11-0-0	alien-11-60-0	kazan5500_2015_05_26_1_L04_25HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_43HP_F3	kazan5500_2015_06_20_1_L01_50HP_F3	kazan5500_2015_06_20_1_L01_59HP_F3	kazan5500_2015_11_27_1_L02_58HP_F3	kazan5500_2015_11_27_1_L05_88HP_F3	kazan5500_2015_11_27_1_L06_98HP_F3	kazan5500_2015_12_11_L01_70HP_F3	kazan5500_2016_04_22_1_L01_115HP_F3	kazan5500_2016_04_22_1_L01_119HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_160HP_F3	kazan5500_2016_05_31_HP_A_L03_164HP_F3	scavenger-11-0-0
g007133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g007134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007135	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g007142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g007167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007168	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g007171	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0
g007173	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
g007180	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007188	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007193	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g007195	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1
g007199	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1
g007203	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g007204	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g007205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007207	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g007208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007240	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g007243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g007245	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1
g007250	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
g007251	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
g007253	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1
g007261	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g007262	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1
g007263	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
g007264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g007285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007290	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g007291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g007299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007303	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007307	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1
g007309	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
g007310	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0
g007312	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g007319	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0
g007321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007326	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g007332	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007337	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g007339	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007340	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
g007343	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
g007373	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
g007376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007378	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007380	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g007381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g007384	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
g007385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007386	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g007388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g007389	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0
g007390	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g007391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007395	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007419	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0
g007423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007425	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g007427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007432	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007434	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g007435	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0
g007437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007451	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g007452	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g007453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007455	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007461	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007462	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g007463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007475	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g007482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g007507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g007529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g007530	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g007535	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007536	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g007537	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007546	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007560	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g007563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007568	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g007570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007574	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0
g007580	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007639	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g007640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007650	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1
g007653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007657	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
g007659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007669	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007670	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007673	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0
g007674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007676	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g007677	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g007678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007679	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007680	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1
g007682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007688	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g007689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007699	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g007705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007711	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007715	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007718	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g007719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007721	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
g007722	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1
g007725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007729	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
g007732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007744	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007745	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007746	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
g007747	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g007751	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007752	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007771	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
g007773	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g007776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g007778	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
g007779	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
g007781	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g007782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007783	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
g007785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g007791	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g007799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007801	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g007805	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0
g007806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g007815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007817	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
g007820	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g007826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007829	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0
g007830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007833	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0
g007839	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007842	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1
g007847	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0
g007849	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g007850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007854	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007855	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g007856	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007859	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g007861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007869	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007874	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g007882	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1
g007886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007895	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
g007898	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g007899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007902	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0
g007909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007915	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
g007916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g007918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g007925	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g007926	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g007928	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0
g007930	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g007931	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g007933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007939	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g007942	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007943	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g007944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007946	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g007947	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007950	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g007951	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g007961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007962	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g007964	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g007970	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007971	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
g008037	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
g008038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008040	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
g008043	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0
g008045	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g008048	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g008050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008051	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
g008053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008079	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g008081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g008085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008089	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1
g008091	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008092	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
g008095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008096	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1
g008102	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g008103	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1
g008104	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g008105	1	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1
g008106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g008107	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g008108	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
g008109	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1
g008110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g008111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g008112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
g008113	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
g008114	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g008116	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g008117	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g008124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008125	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008128	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008133	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008134	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008136	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008147	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008157	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1
g008158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008172	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g008173	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008174	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008175	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008181	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008184	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008187	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g008190	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008194	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008195	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g008205	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g008226	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g008230	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g008250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g008251	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g008257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g008262	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
